Trigram,polish,czech
żud,5,1
asr,1,2
rąz,39,1
bok,167,27
jég,2,1
ciť,1,2
 tú,1,2
naz,338,47
uńs,9,1
iér,2,9
nuż,3,1
ukł,54,1
mun,62,23
st),2,1
rte,266,33
wył,104,1
sop,49,21
máš,1,476
 co,3206,1502
okł,266,1
ańs,487,1
ódk,37,1
“lh,1,2
zwy,553,1
śbą,4,1
alz,3,1
oďk,1,2
íra,1,93
emd,44,1
im),2,1
"pl,19,22
stn,188,565
"zę,2,1
azr,2,1
úde,1,2
śćc,5,1
čím,1,200
meń,5,1
mcy,25,1
ozw,655,1
mán,1,52
pii,7,3
eił,5,1
łco,6,1
ang,741,257
už ,1,1099
vrh,1,70
ślu,90,1
eťá,1,2
ztě,1,2
bcy,56,1
bai,2,1
ęks,328,1
ra",2,1
"pa,234,74
bka,39,6
zić,721,1
dyf,6,1
zyl,256,3
ctw,65,1
001,3,3
ż (,2,1
ahý,1,21
óć ,33,1
 żu,6,1
áku,2,45
ežá,1,24
wc ,1,2
sač,1,2
ćmi,62,1
bkę,28,1
muz,306,40
ć s,4,1
ęsą,2,1
e 4,3,2
jga,6,1
50%,2,1
"há,1,6
ěrs,1,5
"mt,2,1
žba,1,2
m'o,20,1
 bz,19,1
iwą,45,1
brn,10,11
eee,3,1
ię”,2,1
- ż,3,1
eží,1,85
ydě,1,74
czą,617,1
yśl,1618,1
cov,4,260
oćw,5,1
„mó,4,1
tle,41,32
yć;,2,1
jbe,3,2
nk ,24,3
érk,1,3
owt,83,1
ku”,3,1
ntí,1,2
ásk,1,81
25g,2,1
 bę,1473,1
ądś,4,1
x c,2,1
ívk,1,130
běd,1,93
atb,1,26
a ł,139,1
szi,19,1
ć' ,2,1
ány,1,76
łuł,10,1
ns ,35,3
y"c,2,1
žrá,1,4
ítá,1,52
ć o,544,1
mnu,3,8
noe,5,1
tub,7,6
blb,1,20
bse,67,3
rtę,46,1
neř,1,217
ęgr,13,1
i 2,11,3
esí,1,6
ünc,2,1
yos,5,3
 ze,1639,713
я р,1,3
ecr,2,3
chw,452,1
r 3,3,1
mły,2,1
lič,1,177
jvy,1,9
slu,2,222
cpu,1,2
ą (,3,1
yło,1244,1
z n,1522,188
 „b,9,4
ańc,285,1
ręp,12,1
 ús,1,89
łob,123,1
kże,49,1
”ma,2,1
žel,1,266
krę,147,1
nďa,1,9
jcz,142,1
rfa,2,1
msc,2,1
jil,8,29
řme,1,2
nąt,98,1
rdc,1,43
dhu,2,1
bym,1486,1
mlh,1,15
 je,16526,8169
atc,42,28
ybę,39,1
wóz,15,1
fim,3,1
úšk,1,2
ctk,1,3
mza,2,1
ti ,8,1254
vín,1,106
vec,1,21
iďm,1,3
ýna,1,9
éfk,1,2
omp,377,19
waś,23,1
""m,436,337
val,4,1624
šéf,1,42
maz,12,21
bso,37,9
bfi,22,1
” „,60,1
ufu,2,1
tyń,4,1
twą,8,1
ukm,2,1
arl,74,14
kyv,1,5
j"n,2,1
"so,5,28
90%,2,1
śmy,2124,1
ędr,14,1
riv,3,5
da ,1072,306
ośw,162,1
ylu,42,15
p t,16,5
0-i,2,1
 wk,115,1
oup,2,670
 sh,36,40
j s,1388,320
sun,128,25
imę,16,1
říz,1,74
olů,1,24
ýdl,1,12
azé,1,15
ę-t,2,1
řlí,1,2
ońc,1132,1
ngi,584,1
gą ,187,1
n s,596,223
áz ,1,5
kéř,1,5
 xx,3,1
urf,9,5
ji',2,1
jsk,195,26
ł i,148,1
eri,149,119
żsi,4,1
jum,12,1
ssi,10,8
hin,94,12
ead,6,2
erż,4,1
fu ,4,1
kł ,65,1
kla,366,452
ins,87,64
bil,364,418
yen,2,1
yzv,1,34
34 ,2,1
ífa,1,2
hou,2,139
řvo,1,2
vob,1,54
óła,5,1
j 2,6,1
ezm,40,109
 uw,614,1
nim,663,70
3 i,3,1
mąk,23,1
sić,221,1
y –,5,1
c f,4,2
 żm,3,1
ćcz,2,1
skv,1,55
dpe,2,1
 ep,10,3
ižš,1,17
bij,122,31
"ca,31,2
ązł,2,1
iwn,269,1
 53,2,1
laň,1,3
żki,316,1
ězo,1,4
gwó,9,1
é ‚,1,3
mi”,5,1
žem,1,171
ął ,656,1
óbc,9,1
112,1,3
yps,2,2
su",2,1
efé,1,2
 70,8,2
e;a,2,1
ádk,1,88
ů u,1,7
uhy,1,15
skl,163,135
ty ,2,1
łup,263,1
beh,2,2
j w,855,2
šet,1,158
vři,1,30
ik ,247,472
ezd,47,162
e y,7,2
auć,3,1
tyá,1,2
uks,25,2
g p,46,1
- ",15,37
 év,2,2
ś) ,2,1
t 4,3,1
češ,1,20
gac,90,3
idg,8,1
z b,421,35
lih,1,5
ymu,95,3
ntý,1,7
mi-,1,2
ť h,1,4
ila,52,643
ajz,11,2
anm,3,1
 fl,41,12
ej ,6142,545
ádu,1,23
ťák,1,10
ál ,1,194
ks ,6,1
lyn,3,62
 hi,322,28
ruj,145,59
jat,11,51
eně,1,239
ržl,1,2
gmi,2,1
"ow,4,1
męc,253,1
sęk,3,1
g g,7,1
cki,221,1
zko,875,200
cli,4,1
iřk,1,3
"j",2,1
m a,271,374
ć ż,47,1
yty,157,3
"ag,2,2
axi,1,19
lác,1,21
yďt,1,2
ěší,1,36
​po,2,1
goc,26,1
ěky,1,4
z ł,44,1
etw,8,1
iеć,2,1
-sz,2,1
elu,511,33
jet,5,242
zdu,63,39
ć” ,4,1
ląt,10,1
esť,1,7
mče,1,11
iřo,1,2
ii-,4,1
dye,3,1
esp,211,155
z 5,5,1
duk,130,11
eď ,1,380
čno,1,101
e|n,2,1
rpá,1,3
dyd,31,1
ółó,10,1
plą,5,1
(za,2,2
mg',2,1
í z,1,454
mde,1,15
inl,17,1
jhn,1,2
sc ,12,1
rzj,2,1
são,2,2
uet,1,2
201,20,7
ą w,2,1
snů,1,4
 ka,1712,838
aty,783,42
żni,511,1
ać",2,1
trm,1,4
kaw,606,2
hma,7,2
(br,3,1
dzę,558,1
7 o,2,1
a 4,9,1
jęd,2,1
šer,1,21
ěcí,1,47
 - ,266,81
uva,1,68
zy",4,1
žáb,1,12
hak,14,3
jíl,1,3
 kä,3,1
zpt,1,5
byn,13,1
tóż,9,1
jfr,3,1
ěcm,1,3
ně ,1,1653
rát,1,715
old,8,3
áln,1,150
ald,10,6
 48,2,1
 'u,2,1
ywę,8,1
ić',2,1
 wś,106,1
gze,11,1
eví,1,472
óło,20,1
ofn,9,1
uží,1,189
mlá,1,29
udp,1,2
49 ,1,2
fik,59,11
ą ",2,1
iál,1,31
soa,1,2
tiú,1,3
- g,4,1
 ši,1,31
vrť,1,2
ápy,1,3
lne,453,1
d ś,59,1
týř,1,2
dní,1,348
lph,2,1
 pn,7,13
rh ,1,19
ěr ,1,15
ů c,1,7
dęś,2,1
ágo,2,1
gyp,1,3
dłb,26,1
jąb,2,1
iźl,2,1
ymn,9,4
fto,21,3
mył,64,1
jmě,1,45
láp,1,7
f ř,1,2
nté,1,5
eče,1,473
cz”,2,1
o)t,2,1
wi",4,1
¨vá,1,2
"dz,289,1
kho,3,3
 29,2,2
 dj,2,1
ka:,2,1
aeq,2,1
tyś,11,1
dre,155,39
emh,1,2
orh,2,1
kąś,40,1
usa,97,21
(on,4,2
eši,1,51
 só,23,3
ibm,1,2
iło,479,1
píč,1,4
ook,64,22
o-o,2,1
ysl,4,1149
akr,66,100
"yu,2,1
pyt,658,10
(ni,2,1
žra,1,26
pěš,1,67
iet,761,21
4go,3,1
odá,1,92
ezč,1,4
cyl,10,1
bui,3,1
zde,282,90
ykt,13,1
"gą,2,1
)"",2,1
wia,2832,1
ęmy,2,1
zlé,1,24
zji,183,65
łką,32,1
ijc,26,1
łu ,59,1
ld ,8,3
 kę,2,1
yum,16,2
efę,3,1
(aś,2,1
obř,1,313
kný,1,14
rhá,1,6
 80,13,4
am:,2,1
jos,6,4
git,83,2
órn,18,1
– b,3,1
bke,1,2
"hi,9,2
tčí,1,2
omd,2,8
iła,1217,1
adk,462,40
 xi,9,1
ś ł,5,1
dyc,154,143
” b,2,1
dod,143,77
anr,2,1
xup,2,1
wnp,2,1
uwz,2,1
„ho,1,2
„jo,1,2
kya,1,4
one,842,204
ł u,170,1
 wt,154,1
auř,1,3
zoł,59,1
”"m,3,2
ść',2,1
okh,3,1
rhl,1,27
ruž,1,18
j ś,64,1
ryć,26,1
trw,151,1
iim,2,1
atw,301,1
arí,3,2
 gü,2,1
šok,1,22
 mą,199,1
awě,1,3
hýn,1,4
żow,156,1
„gu,1,2
dyj,49,1
uzu,29,14
nno,118,33
y/z,3,1
żok,2,1
n ł,9,1
"wj,2,1
léh,1,71
adb,16,5
dż ,5,1
cíh,1,17
wdy,76,1
yju,1,6
ths,4,1
ečn,1,518
9 %,1,2
ceb,39,13
ft',2,1
paň,1,3
řim,1,18
sii,1,2
¨ro,1,3
ńsk,622,1
alg,22,4
upu,104,65
nkw,3,1
ájs,1,2
evd,1,3
kłó,76,1
"uř,1,2
”"w,4,1
tiv,3,125
fém,1,4
ne",4,4
lůč,1,2
rši,1,8
 sã,2,2
żbę,4,1
doš,1,52
g ż,3,1
ś l,51,1
dan,948,121
dy ,3191,1734
ča ,1,2
upc,31,6
rič,1,22
pem,23,6
jdu,69,187
oda,835,229
ů t,1,12
dný,1,221
ť ř,1,2
vid,14,1123
ck”,2,1
liu,5,5
aow,3,1
ztą,26,1
áck,2,3
é a,1,114
ubl,90,105
rtk,75,1
osi,1042,83
ánl,1,2
ód ,381,1
ujd,6,2
ětl,1,173
ą g,188,1
"ew,4,1
"hr,1,28
i c,821,245
ś 4,2,1
árc,1,2
nex,1,3
rez,465,69
 či,1,100
ě z,1,291
ožt,1,12
pko,5,5
tyk,496,14
rew,173,1
 oc,616,69
mmm,5,1
t t,1247,633
łem,6753,1
ecy,311,3
e m,2,1
mkó,2,1
jeď,1,13
"„s,2,1
yžo,1,7
„kd,1,4
daž,1,5
wuz,2,1
onn,59,26
ezą,3,1
 cw,3,1
iós,93,1
ą n,702,1
yy ,2,1
tty,22,6
nyś,8,1
zku,57,244
mář,1,7
ď k,1,14
ó d,2,1
mků,1,2
sté,1,76
cks,21,6
"„t,6,1
 oż,56,1
igę,2,1
d 9,5,1
skó,70,2
dži,1,2
šňů,1,3
zÿn,2,1
iwu,12,1
asb,1,2
urs,68,6
beł,13,1
ůž ,1,23
snó,17,1
tař,1,21
zyi,15,1
rw ,53,1
 -n,2,1
§1 ,1,2
aok,10,6
 ii,11,2
om",3,2
pař,1,42
dlu,17,73
938,2,1
gep,3,1
ače,1,44
atą,24,1
o ",13,8
ns",2,1
ísk,1,38
f i,3,1
ółt,57,1
íř ,1,7
6 f,2,1
czc,151,1
řas,1,2
kom,839,193
gnę,72,1
laj,49,61
"da,177,42
báv,1,47
"wd,3,1
mów,2117,1
fty,4,3
her,192,43
% t,3,1
ąku,3,1
” p,4,1
usó,11,1
ban,179,73
ć ć,2,1
 00,4,4
mýv,1,6
sió,75,1
sad,238,64
sts,12,6
taż,8,1
huč,1,2
też,279,1
ěrů,1,2
ywa,1466,1
rči,1,146
árn,1,90
ěmt,1,5
xik,1,9
lyk,1,2
mom,70,16
h 1,4,3
peš,1,19
fol,9,1
čko,1,70
luź,18,1
awd,1709,1
ałp,28,1
ąta,142,1
aid,26,1
let,358,549
 żó,78,1
3 j,4,2
"" ,54,37
"oz,2,4
ć"m,3,1
sią,1575,1
aśm,26,1
čat,1,41
uda,307,22
ava,8,215
ńku,2,1
7 7,2,1
e m,6658,2977
ózk,12,1
ą"",6,1
:30,40,29
rpł,2,1
fo ,4,1
šli,1,155
ůzu,1,3
dte,16,4
185,1,2
lęg,31,1
 rn,3,1
afę,3,1
kvi,1,7
- j,30,3
láž,1,54
ugb,13,2
íle,1,98
oká,1,251
brá,2,195
mrą,2,1
ręb,7,1
r"z,2,1
kah,3,1
 ví,1,745
ddě,1,12
á „,1,3
ko-,6,3
yvy,1,3
fox,4,2
žíš,1,36
 łó,176,1
stó,161,1
 pš,1,8
ądź,255,1
wpy,3,1
"oh,6,8
2 n,2,1
óża,15,1
oeg,2,1
nół,2,1
ské,1,163
ěma,1,28
ń c,13,1
2:5,2,1
moy,2,1
00$,1,2
tkw,16,1
hra,12,435
“ -,3,3
rva,16,126
tyc,852,2
něť,1,2
ýle,1,79
ge",1,2
"pt,17,14
ýži,1,10
jse,1,5479
rév,1,2
mál,1,174
rue,2,1
bąk,4,1
"ko,231,172
ząk,4,1
teš,1,17
aż;,2,1
ehr,1,29
bed,7,8
buf,3,3
"ad,4,2
vbu,1,2
ęco,10,1
lsj,7,2
myd,21,2
ý d,1,320
tyg,324,10
t v,1,565
onz,2,13
hát,1,41
žek,1,11
ásá,1,2
jóg,1,2
"ke,25,7
veg,1,26
 ds,2,1
rno,77,52
"ji,22,8
grę,44,1
tip,1,40
ěsí,1,121
iwi,356,1
arn,490,30
é z,1,216
dja,13,1
 rá,1,1047
jdz,445,1
""d,127,95
ezy,144,3
de ,204,1592
eg ,67,2
hop,22,180
šík,1,5
voň,1,2
gna,82,3
ż ł,2,1
kže,1,40
ivk,1,2
n f,114,37
om;,2,1
stę,503,1
šťo,1,3
áva,1,334
łli,2,1
ruz,12,10
vis,5,82
ndr,28,9
8 l,9,4
mić,38,1
ń ż,4,1
ń"",3,1
tič,1,13
fín,1,6
"św,27,1
le-,2,1
ám ,3,2450
sác,1,3
/aś,3,1
zór,56,1
íba,1,10
ntk,21,13
"- ,14,4
sez,24,59
kł:,3,1
7 s,2,1
(pr,2,1
 sp,2,1
‚re,1,2
"jó,1,2
noc,573,223
"k ,1,16
ćdz,51,1
“"j,2,2
čer,1,588
o t,3078,1974
ím ,1,2230
ánů,1,4
umt,1,2
"fa,20,9
w i,172,1
ęcą,4,1
"vi,2,88
 ať,1,57
ušt,1,85
háv,1,43
ý"p,1,2
wik,24,1
ł(a,3,1
»da,2,1
aur,139,57
mpk,8,1
r 5,3,1
pat,363,396
łna,27,1
ąź ,5,1
złó,3,1
ews,16,1
ń a,2,1
řmě,1,2
ýrá,1,2
 mň,1,5
m 6,1,2
irn,2,1
 šk,1,362
cic,119,1
čci,1,3
abó,22,1
arw,21,1
stk,1454,31
 7 ,9,1
 dt,2,1
 hr,3,459
stl,1,403
ohm,2,3
/ c,2,1
r p,84,28
oní,1,53
icy,344,3
iżę,2,1
 wi,6431,7
ofę,9,1
tuo,10,2
“– ,1,2
lče,1,17
 žu,1,5
úct,1,6
żam,175,1
lžu,1,9
eud,20,144
ęum,2,1
j č,1,27
zwe,38,1
rzl,19,39
tug,21,15
vpu,1,5
ą s,3,1
lu ,458,161
ypy,6,1
rei,13,4
 vz,1,373
s l,24,39
s t,95,847
díš,1,103
ýso,1,2
ękł,14,1
icz,1153,1
á l,1,48
fří,1,3
mží,1,4
ugó,2,1
i"t,2,1
łpa,11,1
msz,6,1
ąuc,2,1
útě,1,12
ye',2,1
oné,1,4
fna,4,1
bże,3,1
nch,53,2
šla,1,179
jal,97,66
sla,15,248
łęt,2,1
ękc,6,1
 tě,1,899
rák,2,16
pók,81,1
mce,8,1
683,2,1
v d,1,138
ryš,1,3
ege,36,19
foo,9,1
rkw,3,1
'ro,2,1
hwą,2,1
vet,1,40
a)ś,3,1
š f,1,13
pač,1,9
tě‘,1,3
axa,1,2
kto,1346,130
pád,1,20
nuć,2,1
ď p,1,45
kyl,3,2
ejg,1,2
yżb,13,1
i"j,2,1
erý,1,195
aus,126,85
“ –,1,4
ěnk,1,7
rel,63,7
si ,497,4124
ů k,1,6
nec,82,1320
 kw,322,1
ż 7,2,1
dęp,2,1
af ,3,1
c b,60,43
omb,37,20
oo ,19,4
snk,5,1
(id,2,1
z"o,2,1
elp,3,2
měr,1,66
 st,2,1
zbę,42,1
ě 5,1,2
ax ,1,3
kni,468,651
yśb,2,1
žam,1,12
el ,287,1507
tof,16,8
"dż,2,1
sdě,1,10
bom,29,14
p-o,1,2
teł,9,1
wać,1857,1
rol,160,68
gme,12,1
 mc,6,4
 łg,2,1
uć ,49,1
ažo,1,29
cud,92,1
lés,1,7
něn,1,170
rok,731,269
 21,12,1
s 1,1,2
wąż,19,1
nág,2,1
% ż,2,1
ues,3,1
ę"k,3,1
nsf,5,2
rco,10,4
eš ,1,956
 kv,1,182
 vd,1,79
eon,12,8
 rv,1,4
ihl,1,31
022,2,1
132,1,2
ypu,88,14
lož,1,235
ha ,143,152
7 r,4,1
emb,2,3
olf,60,11
nař,1,16
‎on,1,2
m o,1018,553
ntg,2,2
yłb,98,1
eję,287,1
m ć,4,1
ehu,1,7
t) ,2,1
śna,9,1
ulż,3,1
163,3,1
ący,413,1
dii,47,10
cię,1215,1
dbl,2,1
dík,1,67
bia,649,1
mpe,75,8
ené,1,228
maď,1,53
łat,374,1
hdz,2,1
myz,1,12
šňo,1,2
írk,1,17
 ję,464,1
mók,4,1
yňk,1,2
 už,1,608
ęzł,4,1
​​w,4,1
wo-,3,1
 iy,2,1
jna,112,17
mo ,229,46
pěč,1,2
roć,17,1
htě,1,614
ddz,38,1
eów,4,1
ý v,1,161
bič,1,46
"zh,1,6
ztę,47,1
oś ,3,1
405,2,1
woc,127,1
lbr,18,1
ź j,34,1
żdą,25,1
ílů,1,6
úze,1,4
sln,1,21
iks,30,4
dpy,2,3
ih ,1,14
olá,1,147
voc,1,39
hua,8,2
iąc,425,1
rhn,1,17
šuk,1,7
e"m,2,1
„ek,1,2
uzm,2,1
jhr,1,2
hal,121,367
mân,2,1
hof,6,1
j"e,2,1
 bi,1113,53
ame,525,191
ndi,90,31
948,1,2
zte,185,20
umu,32,12
míč,1,17
kąk,5,1
’ów,2,1
170,2,1
vze,1,7
wal,747,3
zup,251,1
"sy,11,2
ixo,5,3
na),2,3
plý,1,12
úpa,1,4
lém,1,287
„zt,1,2
 nó,42,1
mie,5071,7
 38,2,1
nut,204,253
čtě,1,7
jii,2,1
yžu,1,3
wyi,3,1
ix ,5,3
h p,520,180
mee,3,1
opý,1,3
wei,3,1
kul,183,32
úbe,1,2
vav,1,4
 „e,2,1
ýžď,1,2
ův ,1,125
 id,411,31
aść,26,1
zn ,21,1
oź ,2,1
ckh,2,3
víc,1,349
ypá,1,3
sca,110,1
żdy,332,1
5 u,2,1
lům,1,12
pku,6,5
šly,1,14
h- ,1,2
(mi,2,1
muj,230,15
ibą,2,1
kęw,2,1
'go,3,1
ějí,1,92
łój,2,1
ć w,1098,1
apf,2,1
16 ,6,1
d-1,1,2
g u,8,1
y n,2641,1020
r č,1,3
hah,2,2
: v,1,3
úhe,1,3
yfe,6,1
g b,25,1
ždo,1,35
roť,1,2
í"",1,5
ubc,1,2
ýpe,1,5
jdě,1,13
smr,5,140
idm,4,31
 ie,1,2
beo,2,6
ić),2,1
ja),1,2
o n,3616,2185
hn',2,1
 dr,1307,328
apn,6,26
ětu,1,28
ifl,1,5
bę ,53,1
tap,5,1
ówe,56,1
dči,1,53
afr,45,16
ýns,1,3
udě,1,1325
ňos,1,2
hań,7,1
joo,2,1
79 ,2,1
pij,370,159
boa,4,1
(zn,1,2
xam,2,1
ídn,1,16
ápn,1,4
"dy,7,1
trž,1,9
čů ,1,5
yźn,60,1
hsz,3,1
čís,1,134
zei,3,1
doń,4,1
áhn,1,37
""f,10,11
" m,1,2
zla,28,57
ožd,1,25
are,368,68
všt,1,173
zgu,190,1
syk,37,1
ss ,6,3
blá,1,44
ců ,1,12
śta,3,1
ute,435,208
„na,2,5
pad,1175,708
órę,85,1
abá,1,50
hlý,1,12
vyn,1,79
ný',1,2
raa,2,1
ńcy,14,1
ypl,25,39
oči,1,241
ząs,29,1
chó,546,1
jše,1,4
10 ,131,7
ryz,219,1
 šv,1,30
""),3,1
víř,1,81
aol,7,3
evř,1,174
izb,4,1
mtě,1,3
żba,2,1
vez,1,95
 úc,1,7
"ci,165,5
 ža,1,24
ěši,1,19
dłą,6,1
​​p,2,1
zbř,1,2
kuď,1,4
tym,1739,1
a m,3335,1087
eżć,2,1
 to,10390,10556
ęby,55,1
u “,1,2
"po,1686,621
 (o,3,1
řaz,1,2
ę/m,2,1
wić,606,1
nuo,35,1
sos,21,9
aob,3,4
ać:,3,1
uli,272,119
o/ ,2,1
suň,1,2
em/,10,1
ádě,1,38
dáv,1,307
dlů,1,3
alf,27,5
 pl,643,696
vyč,1,39
 st,3855,2486
ęso,63,1
ddy,44,1
 „j,9,11
cii,1,32
cuj,406,220
ot-,4,1
ter,1927,689
pac,330,37
149,5,1
ýly,1,3
šní,1,49
iag,2,4
zic,313,22
 št,1,121
 op,698,569
"šá,1,2
źże,3,1
dln,1,26
žss,1,2
yvo,1,13
 uk,262,211
kum,55,33
t u,204,78
5 n,4,1
 bř,1,22
łon,285,1
ła/,2,1
udd,11,1
02 ,2,1
hym,12,2
deň,1,2
żać,48,1
a-k,2,1
oćb,30,1
pip,4,1
zga,205,1
vbě,1,8
rwn,3,1
rag,104,12
ylm,3,1
mul,41,14
 12,28,4
wiń,11,1
"dé,1,4
aćm,17,1
tu ,1341,750
łe/,16,1
oll,21,1
hso,2,1
cow,491,1
pud,94,1
wit,218,5
"uj,3,9
– w,2,1
ízc,1,4
iśm,1566,1
ląd,998,1
ka…,1,2
e·ś,2,1
hs',2,1
kdo,1,1239
myo,2,1
 kš,1,2
píl,1,3
uxa,2,1
 “u,1,2
íre,1,46
vši,1,339
n „,3,1
rtí,1,14
izu,32,20
iis,5,3
 ke,66,122
wab,15,1
515,2,1
udę,6,1
q z,2,1
ér ,2,3
nc ,1,5
yuž,1,25
rvo,1,18
ga:,2,1
wań,24,1
aký,1,181
d –,2,1
kt:,1,2
abł,237,1
egn,99,1
; n,6,5
ak:,3,1
lpi,4,1
ępy,26,1
ilá,1,37
btě,1,24
lóz,1,2
vý ,1,272
at;,1,4
á -,1,2
"bi,74,4
ło ,2659,1
śz ,2,1
biv,1,3
ukw,3,1
rar,4,12
éká,1,20
řbi,1,11
ęśl,337,1
dse,9,7
omg,2,1
íní,1,6
ymc,14,1
dni,2106,131
běl,1,33
fią,24,1
mra,3,39
sno,60,55
y (,2,1
śma,2,1
hol,134,147
 (c,5,1
eel,4,1
da-,1,2
rmé,1,5
ć l,260,1
kem,3,271
"an,39,70
ggi,7,2
emž,1,7
pup,1,3
wdź,33,1
onę,145,1
lał,585,1
-tk,2,1
ěrn,1,48
i-š,1,2
říč,1,19
tke,1,18
 kt,1759,504
wi),2,1
ówi,1869,1
azw,209,1
jcí,1,2
zbl,58,21
jca,160,1
i) ,2,1
z 6,2,1
ťan,1,16
ęca,25,1
e l,889,351
-co,2,2
edi,64,172
 22,11,2
noi,6,3
ęćm,2,1
tkr,1,8
żu ,71,1
sbu,2,5
čme,1,3
ie;,5,1
ę(o,2,1
ąbe,2,1
j f,92,9
l ś,6,1
 5-,3,1
evá,1,38
n n,559,168
ójc,19,1
ń r,19,1
urk,119,4
mpc,5,1
o-n,2,2
dai,9,3
ojď,1,87
waz,21,1
ś: ,3,1
fňu,1,2
shi,72,9
zás,1,33
hůz,1,77
ly-,2,1
l 6,1,2
dů:,1,2
150,5,1
ě 2,1,2
ahv,1,9
íbí,1,249
zyz,437,1
tér,1,8
owá,2,1
"14,3,1
áně,1,26
 tk,24,6
odz,3842,31
ybi,154,3
dij,2,2
ybe,8,8
ikn,130,30
xyz,4,1
-1 ,3,1
enc,301,49
ýty,1,2
tig,2,1
iae,2,1
zug,2,1
ż 3,3,1
0 v,1,3
1-l,2,1
ůza,1,5
bro,280,127
"te,407,197
iřt,1,2
ní ,1,2644
bdě,1,3
y 0,2,1
zná,2,510
ils,5,6
áda,1,444
vui,2,1
 ne,84,9909
odb,120,32
ołż,2,1
y ř,1,107
 ‚p,1,3
més,1,5
ovb,1,2
zvy,1,145
z ż,63,1
mgl,8,2
oł ,9,1
cvá,1,2
w 5,2,1
zli,260,59
p ś,2,1
151,2,2
ě a,1,78
óćm,9,1
oże,2270,1
ek ,1448,290
noj,3,3
vat,6,1268
kyt,1,52
nče,1,27
apě,1,6
y h,72,83
 vc,1,17
jíc,1,120
 ug,76,1
hśw,17,1
mpy,8,1
c: ,2,1
ška,1,67
"zk,1,40
eło,37,1
ťte,1,20
teb,2,377
aky,1,80
čiv,1,23
sé ,2,1
ml ,1,13
běh,1,165
ařa,1,3
ř d,1,5
uń ,15,1
łub,5,1
; k,4,3
osu,107,71
"vá,1,31
rwu,61,1
644,2,1
afe,17,56
árk,1,30
tnę,5,1
yžá,1,3
ch",5,1
sól,27,1
yal,3,1
ozr,24,33
ýma,1,17
dyl,19,1
ewr,25,1
aki,1798,4
„gł,2,1
wą",2,1
ifó,2,1
odk,401,64
ižu,1,18
 ô ,2,1
da:,2,2
– t,4,1
ążk,804,1
řij,1,491
iká,1,40
emě,1,448
wof,2,1
bią,183,1
ě i,1,20
očn,1,69
 2 ,16,1
yuč,1,28
udź,64,1
h ś,39,1
ho”,2,1
pim,13,1
k i,163,10
zuż,26,1
agd,20,2
"ac,18,3
epa,59,89
íře,1,44
ipí,1,5
bé ,1,6
koc,817,9
j-e,2,1
błe,37,1
ci-,1,2
u č,1,107
ajs,164,7
ki-,2,1
rc-,2,1
ć)p,2,1
eřn,1,7
ndą,7,1
eva,3,70
sef,1,4
ch-,3,2
srs,1,3
rbi,30,3
mlč,1,32
ć „,4,1
obn,407,138
żko,134,1
pém,1,2
u p,914,880
 zr,2043,168
ria,362,26
á ř,1,18
žír,1,8
ubě,1,16
pük,2,3
ępe,7,1
żen,326,1
d g,54,2
ayn,3,1
ezp,328,168
bol,229,134
baś,3,1
kvě,1,152
h 3,1,2
azá,1,7
ęko,66,1
lo“,1,2
ofs,1,3
sł ,123,1
ýtn,1,3
"tl,3,4
nab,50,94
adż,15,1
izd,14,2
`"t,2,1
óżk,160,1
nio,766,5
c š,1,17
áve,1,81
pří,1,1016
cęg,2,1
słu,659,1
amh,1,18
o-h,2,2
zál,1,74
a 6,6,3
tno,69,171
víd,1,97
pól,91,4
„ac,2,1
rnw,1,2
ń ",2,1
m) ,4,1
ězc,1,2
"zř,1,3
alš,1,127
ošu,1,2
špu,1,2
žin,1,2
óbę,7,1
ićj,2,1
ými,1,126
í t,1,612
rry,20,4
"up,27,15
ypc,26,1
go/,2,1
ej:,4,2
ná ,1,686
spa,785,211
ryj,37,4
iep,430,1
wkr,126,1
(w ,3,1
azy,495,258
oga,499,11
ažé,1,2
jwy,75,1
e: ,19,10
bíd,1,74
jaż,10,1
lko,1126,165
 żr,3,1
mdl,22,9
wla,19,1
"au,23,13
aic,4,1
nek,275,184
ump,13,14
- r,6,1
ýci,1,2
zuf,18,1
”"j,3,1
xto,1,3
att,8,4
š p,1,303
rki,202,1
uvy,1,7
soi,3,1
" i,9,1
jeh,2,526
dím,1,322
yšo,1,5
dpł,11,1
íčů,1,2
vmě,1,2
ran,2073,783
 sł,1573,1
ímh,1,5
ązk,65,1
wór,121,1
mám,2,1486
kůň,1,27
"uś,10,1
"2:,1,2
bwo,5,1
ygm,2,1
ětn,1,12
zeł,47,1
zsą,105,1
udz,1128,1
 ya,16,1
w j,424,1
m/c,2,1
bšt,1,6
ż p,343,1
ôd ,2,1
kvů,1,93
eek,68,1
o v,5,1165
5 r,13,1
enf,2,2
rží,1,33
čou,1,7
-do,5,1
wyw,130,1
"mí,1,10
wyp,674,1
roż,192,1
 ir,43,15
opu,247,161
ikl,10,24
a"d,2,1
aši,1,124
łaż,8,1
tae,2,1
çau,1,2
úza,1,2
tau,110,52
dhá,1,2
irm,167,45
hei,6,2
půd,1,14
áso,1,23
141,1,2
oub,1,44
ćto,3,1
adh,2,1
ozn,307,175
c o,96,34
mme,3,1
ądz,668,1
yś/,2,1
ětr,1,15
leo,10,4
žní,1,20
uźn,18,1
każ,715,1
uzs,1,195
čal,1,219
kňu,1,2
