Quadgram,spanish,portugese
"¡oi,4,1
93 o,1,2
rigú,1,2
neus,2,25
 “ne,1,4
julh,1,59
 kep,6,2
udíf,20,1
 gef,2,1
azor,9,1
gi a,1,12
egál,5,2
 fi-,1,4
carv,1,61
""¿i,3,1
exíl,1,9
bi u,1,86
d ru,5,1
ueñe,10,1
rdul,4,1
lrod,2,1
r ví,10,16
 é n,1,649
táne,55,1
guap,275,2
ditc,2,1
poio,1,70
u 99,1,2
amír,2,1
gzhi,2,1
o-ps,2,1
niev,420,1
ichb,1,7
ai v,3,276
ima ,1534,1798
eged,3,3
 53%,2,1
vicc,20,1
ufia,3,1
chie,1,2
eeeh,2,1
xímo,2,1
 his,1001,1041
e oï,2,1
tapa,109,43
oneq,1,6
poil,1,3
itsu,2,2
mbai,6,192
or-s,1,2
raño,357,1
tubo,26,14
hó y,9,1
 doi,2,1676
4 km,1,3
or-t,1,2
vsky,2,5
fret,1,6
""do,27,25
fenc,3,1
náte,1,4
ubba,2,1
ud n,15,1
¿cua,25,1
esfú,2,1
¡cuá,24,1
iede,7,2
 mar,2,1
mute,1,5
“nem,1,2
vali,251,159
bees,4,1
eãos,1,2
gaça,1,9
vísi,3,1
apéi,1,55
ª pl,2,1
éjes,4,1
ànge,2,2
katr,2,4
mhic,1,2
vovó,1,25
eski,2,1
cund,113,91
uxá-,1,4
ota-,1,2
reví,28,6
o he,1188,157
socó,1,4
uu"",2,1
disn,24,20
áper,2,1
a 4ª,1,2
rgal,5,19
¡met,5,1
dogo,1,2
ilov,2,2
upér,9,14
dons,1,7
blor,16,1
emun,12,97
"boi,2,2
lapa,12,4
ín o,5,1
-foo,1,4
 (sa,2,4
"onl,2,1
urro,120,135
vica,8,3
ca é,7,299
silv,44,47
 ""ἀ,1,2
a $1,2,1
arbá,2,3
oe-m,1,30
 vue,1749,1
deó ,18,1
luid,155,19
stwo,3,1
ísos,2,1
odav,1677,34
hinz,1,3
mau;,1,2
ugos,18,7
recí,549,24
duel,319,16
¡¿po,2,1
se q,990,2953
pir ,13,12
a t ,3,1
-pos,1,25
olho,1,1294
""ok,4,8
eçan,1,160
lmac,57,1
4 fi,1,3
; or,4,4
naif,2,1
5 te,1,2
ow m,2,2
s ¡j,2,1
êxta,1,2
ama ,1233,1014
gǀwi,2,1
nhãz,1,3
va /,1,20
i-al,1,2
ojib,2,1
ãe f,1,41
roça,1,39
atô ,1,2
etif,1,2
5 pl,2,1
ácul,129,121
raço,1,468
afim,1,7
 sep,550,282
rrub,1,87
rilí,1,3
emní,3,1
l (+,2,1
okka,47,16
bric,251,158
g ko,19,7
oano,3,3
st i,3,1
mir ,402,400
i-ra,2,2
/ (p,1,2
sio ,63,34
iroi,3,1
uoia,1,4
natt,7,2
sseo,1,5
moku,4,2
álat,2,2
 ¿ec,2,1
 a y,60,7
u tí,92,9
cotr,14,1
ncoa,1,2
spig,21,29
u ah,2,1
huap,2,1
eien,1,3
psos,1,2
bú s,2,1
13 q,1,4
ess-,2,1
c: e,2,2
jofr,2,1
c ro,3,3
ino:,1,2
ulão,1,2
br-1,1,3
ops",2,1
ivén,2,1
"sou,1,258
vasl,2,2
apci,2,3
eei-,1,2
ribi,1230,2
léma,1,3
vo 6,3,1
arío,4,2
ovaq,9,1
 fad,10,252
roné,1,2
nube,192,1
éano,102,1
 '-',1,4
oj l,3,1
"act,26,1
n 5%,5,1
dói-,1,22
u dj,2,2
"elg,2,1
cky",1,2
jé d,51,1
orer,40,2
of f,4,4
/ ba,1,5
2 re,2,3
 11%,1,2
 sma,6,17
itaç,1,139
ye i,6,1
opel,100,70
radm,10,1
iga:,2,3
dê m,1,25
scoj,15,1
udez,16,12
edrí,6,1
pínc,1,3
bo -,1,2
enzu,5,1
né r,5,1
- e ,1,9
xube,7,11
m 80,1,4
mpod,2,2
00 k,13,11
skol,1,3
uset,3,4
irag,6,12
tspa,2,1
nala,9,16
ragy,2,1
 ¡jo,3,1
okém,16,24
ubic,66,2
a-du,1,2
é; a,1,3
roló,29,17
 vik,11,6
"«¡e,4,1
«¿us,3,1
al"e,2,1
¿¿eh,2,1
dhrá,3,1
nois,2,2
¡est,316,1
gnan,34,7
5 ce,5,3
 «¿l,2,1
i 26,1,2
nras,2,7
císs,1,3
divã,1,4
se-t,1,5
05 (,1,2
ón” ,2,1
e@em,2,1
bery,1,2
uaze,1,2
oíce,1,3
“bem,1,4
onós,28,2
non ,11,10
decu,162,6
ntúa,6,1
usiv,40,79
"lui,8,2
izaj,80,1
ce q,1298,499
tet ,2,1
 / p,1,194
da» ,1,2
a -;,1,2
ba f,137,29
sidô,1,3
lvân,1,3
m 70,1,2
lasc,5,23
acôn,1,6
¡mi ,50,1
orch,36,5
ncía,46,1
eb a,5,2
y sp,3,2
ei i,1,265
"cru,11,1
íamo,895,885
ois),1,6
peu",1,2
moco,20,2
inta,810,1034
pt-3,2,2
¿suf,4,1
make,1,8
ráte,11,59
ve 8,2,1
benh,1,3
tui ,1,24
ba j,52,4
iúda,1,8
arja,2,2
oaça,1,7
rvéi,2,1
enóf,5,4
ji n,3,7
 clé,2,4
sahi,4,1
cabi,82,35
sí y,13,1
 kg ,2,4
r 22,1,3
marq,29,77
tóps,1,5
nayl,3,1
no r,522,358
ruzc,7,1
blo;,3,1
"a é,32,2
lt l,1,2
 xad,1,322
avo ,137,191
én 5,2,1
na «,3,1
 ômi,1,2
 uv ,2,1
le ú,1,3
ocár,4,2
cnc ,1,2
vrop,1,2
ican,633,894
 @"",1,2
té a,249,635
“pro,1,2
tímu,12,11
úlmi,2,1
juve,106,91
is-a,2,2
mért,10,1
ipes,22,25
unen,11,1
vi o,7,192
" o ,23,9
a; m,6,22
ô do,1,7
een-,2,1
lyok,2,1
imbi,12,5
02 b,2,1
o'; ,2,1
ry: ,2,2
edom,12,11
»soy,2,1
liz",4,1
13 m,2,4
"—yo,2,1
omis,187,111
zaba,119,1
oged,27,1
s 36,3,1
bujá,4,1
e ex,1029,1145
nrug,1,6
wi n,1,2
 c =,1,3
telc,1,2
íe p,5,1
eiem,1,4
kubl,4,2
ltoi,1,2
ró u,406,1
 olv,1228,8
 voc,117,21685
ka e,27,9
rza:,2,1
feze,1,5
 emm,10,12
no e,9062,1192
sífi,5,3
márr,5,1
ear»,2,1
reba,90,114
 bao,4,1
s 42,2,1
 hap,1,2
¿o n,37,1
itza,2,1
s ió,2,1
 ami,2908,3085
o lâ,1,4
yele,2,1
é má,177,21
bas ,726,173
euu ,9,1
eumá,44,4
ra"e,2,1
ou â,1,2
luza,5,3
pika,3,2
za l,118,8
cipá,4,1
celd,18,1
stav,17,8186
ulez,2,1
isbe,4,2
 koo,2,1
hd a,1,3
"sid,3,1
mí v,4,1
n mê,1,4
peo ,9,1
s (e,1,15
ulub,1,2
llén,18,1
hor ,2,3267
 (in,7,7
ieni,4,2
23 l,1,3
spró,1,2
rmak,2,2
bume,5,4
osé;,2,1
bafa,1,40
8 fr,2,2
que-,3,87
w gr,2,1
171 ,1,2
neo-,1,4
gicí,1,3
oced,109,78
ka r,1,2
"¡qu,154,1
orré,11,1
jarm,68,4
n; t,4,1
e qr,1,2
 páj,377,1
msa ,2,1
nzoa,2,2
atok,1,2
son",3,1
dárt,11,1
 ¡fo,2,1
"lei,1,37
scrú,14,10
omor,9,13
 apa,1267,1632
brij,2,2
e; g,3,1
rbo”,1,2
odiá,12,17
"o v,2,93
l ur,9,1
fé o,10,16
níma,4,1
mó ",6,1
garn,9,1
let',2,1
satl,2,2
guá-,1,2
'alv,1,2
ntow,2,1
ou 4,1,6
tecu,1,2
gúra,47,1
ojao,1,2
 5 r,1,2
che ,2025,171
ha 9,1,2
"sau,1,8
spañ,1088,1
debu,8,10
eu t,1,5428
fiáv,1,85
eube,2,2
óndi,22,1
t is,2,1
 apú,6,1
 pig,6,13
ucas,23,165
-léo,2,1
s sã,1,2
ébio,1,2
bbat,2,1
 uki,2,1
ez-f,1,2
culp,996,1252
 -me,2,1
aqui,135,7334
grác,2,1
cérb,1,14
efes,13,91
iá e,6,1
ānau,1,2
bá i,2,1
ál l,8,1
ga-o,1,28
egáf,4,1
 o v,36,972
"¡na,5,1
frív,2,2
obo ,1,2
rpaz,2,1
nfin,128,112
o pú,38,117
rite,56,69
ámba,15,1
bvia,70,81
 axo,2,1
mpiã,1,10
ônib,1,828
va e,348,1081
re 1,22,18
 «oj,3,1
 sna,1,2
ils ,15,17
fian,145,246
¿olv,3,1
cass,34,248
»tam,2,1
19 f,2,2
df d,3,2
be x,1,2
arró,177,1
já h,1,55
n’ c,2,1
r gê,1,2
i fc,1,2
""ua,1,2
kryś,2,1
sneg,2,1
0 er,2,3
¡act,3,1
u on,1,200
"onu,2,1
ovey,4,1
-is”,1,2
átio,1,39
i ót,1,8
dorz,1,2
lach,11,34
mume,1,8
"¿oy,4,1
5% e,2,2
m; q,1,2
 —su,7,1
é já,1,7
 hok,49,15
itmé,16,11
citu,40,6
 asu,622,1
ar:-,1,2
oé p,2,2
spät,2,2
e oy,57,1
vase,33,3
stа ,1,2
z sa,21,19
xadr,1,355
u 70,2,2
ukel,11,1
x ap,2,3
3 fu,3,1
ider,628,548
hacó,4,1
4 mi,5,9
r hí,2,1
adij,3,1
éala,4,1
ta c,1,2
rnen,9,2
de «,3,1
ru h,2,1
ia-m,1,14
ude-,1,37
kil ,2,1
s: o,3,41
izir,1,2
56 y,2,1
aã s,1,3
60º ,2,2
aça ,1,982
ús f,4,1
uatl,22,2
 awá,3,1
m"el,2,1
 pók,5,1
: “q,1,2
bilé,2,1
aunq,484,1
tfli,2,10
hiyy,2,1
ípio,1,145
fani,1,3
a za,79,37
uirg,1,5
932 ,2,1
''vo,1,8
"fiq,1,97
 (eu,1,4
eza;,1,4
iqüi,1,2
ença,2,969
éjam,251,1
uarí,10,1
t 6 ,2,1
ã ir,1,12
u 'n,1,2
e «q,2,1
ión",25,1
 vió,2,1
ilop,1,2
cnéc,1,2
ey h,19,3
na –,3,6
 ofí,1,20
lha-,1,16
: ún,3,1
""ma,81,157
rt y,2,1
ê ja,1,25
is--,2,1
güeñ,33,1
ta:",1,4
igo…,1,3
"¡fa,2,1
slau,1,2
é-re,1,3
ena",7,2
e oh,1,4
hack,15,9
oeti,10,8
a cl,794,352
emey,2,1
íglo,10,1
 guá,7,1
ssei,3,506
esai,1,2
x re,1,2
gius,4,3
r eu,16,89
çou-,1,17
ncot,3,1
r –c,2,1
ma 2,3,2
ntuz,5,1
ae f,8,1
 tez,2,3
cht",1,3
c te,2,2
cónc,5,1
¡cré,2,1
 “ta,1,5
 pub,175,151
cerí,121,4
r já,1,46
pí t,3,1
l pu,853,16
rvej,1,386
ê um,1,180
sk y,3,1
icél,1,2
aliá,1,38
s ji,35,1
sómi,2,1
ba-d,1,3
inós,3,3
o-ch,1,4
º do,1,2
llio,4,1
unça,1,61
 vov,1,39
dó s,120,1
ax s,1,2
ia d,1324,5637
m pú,1,49
drog,159,175
i em,36,846
kati,6,6
alen,577,340
elbe,5,1
 van,625,132
 béb,2,2
odíz,1,4
¡bañ,5,1
1910,3,4
187 ,2,1
 amó,9,1
chif,23,37
clon,23,13
cepc,307,158
z dó,34,27
su x,3,1
soal,1,285
õe m,1,8
ora;,3,11
á és,3,1
vece,1216,23
vê a,1,53
e it,69,47
rl f,1,2
kemo,3,3
o de,2,3
z é ,1,139
oro ,402,665
chid,9,15
dulí,1,2
otéj,5,1
laza,193,4
hitl,42,10
uei ,1,1342
 ¡oi,2,1
ubal,3,6
 ri ,1,44
raul,7,7
guzó,2,1
shhh,2,2
i wh,4,1
t am,2,2
ngei,1,326
à vo,1,83
ti x,1,2
o te,1,2
1963,3,2
n op,40,1
tô b,1,4
omol,6,6
2 mu,2,1
"iam,1,2
ntío,11,1
 ati,40,635
 fé ,1,52
jone,89,16
obei,1,8
ucí ,2,1
cémo,6,1
 90%,6,3
yor;,2,1
at-a,1,2
pazo,2,2
ívag,2,3
nofe,11,19
acué,34,1
: <<,4,1
ss b,1,2
ergá,1,2
karm,1,2
bem),1,2
aeme,10,1
o cr,1444,738
rámi,47,1
abá-,1,2
namu,2,1
ont”,1,2
esce,342,805
ǎoyǔ,8,1
m 21,1,7
1905,3,4
a 97,2,2
×' s,1,2
tá a,1,2
c1 y,2,1
rimó,17,10
vé u,11,1
 lá),1,3
save,3,12
 3 y,4,1
ofis,14,161
vi b,4,10
aciz,6,1
pecu,36,35
o""",7,2
uéti,1,2
mepa,1,3
955 ,1,2
pí c,6,1
nora,234,178
ile ,254,47
""us,16,7
lady,8,5
iatl,2,3
dequ,45,115
faun,7,5
2 o ,2,1
ré s,132,2
nçói,1,26
s 79,1,2
gave,2,57
ál a,3,1
; de,27,44
"'e',1,2
hlik,2,1
z: s,2,3
hê c,1,2
ribí,135,1
""po,247,399
atru,16,7
(emb,1,2
alth,1,4
ar g,1,2
taja,124,2
) – ,1,2
navi,391,280
 8 ×,2,1
laus,61,45
é bú,1,11
mó n,13,1
gnu ,1,3
toli,11,32
60 e,1,5
lí 1,2,1
 «¡p,6,1
 laú,2,1
 rés,1,4
úter,7,4
tárt,33,13
çoo ,1,4
smse,2,1
úñez,2,1
resp,2240,2566
subd,3,3
olcó,12,1
ntão,1,1063
 vhc,1,2
iocí,1,16
cáma,351,1
ejal,14,1
sila,22,7
uó m,5,1
1988,5,7
n""",2,1
aomi,8,4
oana,4,16
feñi,2,1
suth,2,1
a-ci,3,3
r; p,3,12
rába,66,2
uval,3,1
palr,1,2
deri,63,1711
érit,14,39
el-m,1,2
a w ,1,2
tu s,229,119
 ao ,1,2
 ¿he,2,1
umad,75,210
¡ire,2,1
aréq,2,1
á câ,1,2
ste:,6,6
ose;,2,1
m ér,1,6
azut,2,1
mequ,3,5
boss,2,7
o 42,1,2
 pug,3,2
22 4,2,1
yaza,3,2
 pix,3,2
0 có,1,5
no"",47,6
lush,2,1
ez x,1,2
ca o,137,371
¿ext,4,1
aliç,1,5
én t,329,1
rcoí,15,1
vre ,2,169
lê f,1,3
1 ne,2,1
lhc ,1,2
géti,39,10
etê ,2,1
sol",3,2
oñes,3,1
go… ,1,2
 (¿o,2,1
naã ,1,8
a câ,1,227
rgíl,1,5
d du,21,1
lial,3,3
¿eli,2,1
ft é,1,2
mick,7,2
ecóg,6,1
éxic,114,73
oete,2,1
osov,6,14
vilá,4,1
scai,1,7
gnal,1,2
7 aú,2,1
z es,252,187
ufem,8,7
d er,54,6
plut,19,28
stoa,1,3
añab,39,1
ja d,665,252
rmoe,2,2
nocí,317,21
¿bai,6,1
anac,13,8
15 c,2,2
ês-c,1,4
 ref,543,671
l os,60,22
rf m,2,1
turu,3,1
táng,10,1
зелё,1,2
eí 6,2,1
cia ,3609,3335
sabã,1,27
ñen ,7,1
hir ,6,3
bos”,1,2
y ni,168,1
l (u,2,1
nt é,1,2
pran,637,111
 poy,5,1
 □ t,1,2
vici,251,64
"luz,2,2
adeé,2,1
i di,207,531
itel,4,5
djud,9,1
o"es,1,2
peno,6,11
 ken,100,77
) má,3,1
talk,4,1
j ci,2,1
(che,2,2
“nev,1,3
a ií,1,2
i gi,5,1
tigz,2,1
sés;,2,1
uiçá,1,3
ly r,2,1
bród,1,2
"go",2,1
rugó,3,1
ovíd,1,2
bolo,97,621
tare,543,1007
 abr,1341,1350
ifen,2,6
diei,1,11
o x ,2,5
é to,2,1
y et,8,1
eht ,2,1
icçõ,1,14
 (pi,6,1
o– s,2,1
a; -,1,2
ró o,14,2
onag,4,93
amab,558,12
opa",1,2
go “,1,2
rtab,113,1
 tão,1,3020
cui",2,1
eaqu,1,3
ºf p,2,1
asgu,11,10
ehhh,2,1
spru,2,2
rós ,1,7
io-g,1,3
viam,69,248
ato ,1227,1428
iodí,104,1
"voz,2,1
 dê ,1,232
kenn,15,9
) "",1,2
relí,1,2
¡¡no,4,1
"lit,4,2
írle,10,1
trac,318,20
llár,4,1
ltem,3,42
axos,1,3
s pl,578,321
ré-l,1,3
r ht,1,3
ulod,1,2
oj t,8,1
"тос,1,2
o jo,147,1472
urna,39,21
in k,3,3
olic,851,292
puyo,2,1
lmin,15,7
oetc,1,2
; ló,2,1
ul r,3,2
a ab,756,669
a —m,2,1
 14-,1,2
dáse,13,1
in j,8,5
gaçõ,1,51
s gê,1,40
rgiv,4,10
eled,4,1
heá-,1,2
m 60,1,5
faca,1,230
n 56,2,1
lka ,1,3
b) t,1,2
s n',1,2
 452,2,1
mbut,5,2
"táp,4,1
y oí,8,1
hé c,12,1
lígi,1,4
c; s,1,2
çámo,1,3
 oha,2,1
ho l,276,66
d: q,2,1
u 'l,1,2
um “,1,2
ã tu,1,2
má e,55,4
 nwo,2,1
célt,1,2
eríp,1,2
"dub,2,1
itla,6,1
vaje,66,1
dopé,1,2
aú q,1,2
1) c,1,2
íram,27,164
z tã,1,12
"zug,4,3
 mór,1,2
rbad,20,37
wa p,2,2
xces,91,61
réz ,2,1
v mu,2,3
bada,90,103
go 1,11,1
ō ab,1,2
nam;,2,1
ivió,139,1
regg,7,7
ugh ,2,2
úzca,2,1
y fl,43,1
msch,2,1
açap,1,2
sava,2,844
mix;,1,2
ltaj,4,1
robo,143,7
varr,23,66
lá t,48,28
ed q,81,1
cnid,7,1
fluê,1,76
stok,6,8
t di,4,7
lpe",1,2
"'pr,1,2
44 5,2,1
aard,2,36
lozo,6,1
ré z,3,1
iolê,1,92
/ sã,1,4
z cu,62,4
sesp,78,90
olé ,6,3
mame,356,330
aé u,2,1
 ¿y ,112,1
j r ,1,2
noah,1,3
bala,140,180
cán ,49,1
fuve,1,5
eys",2,2
o à ,1,969
hã s,1,79
ol-e,1,2
em y,2,8
chri,29,22
uhan,2,4
wboa,4,2
h re,7,6
asév,2,1
"idi,2,7
sulo,1,4
75% ,2,1
homs,9,9
¿mañ,15,1
d-ai,1,5
" ho,3,3
-min,1,22
k-ou,2,2
láfi,1,2
oove,1,2
mou;,1,2
 a1 ,2,3
" la,4,1
] – ,1,4
tori,1831,376
21 m,2,1
enei,2,70
eiji,8,6
ote",1,3
-nad,2,1
dríg,5,2
sé s,267,16
o qu,23312,31990
ra ú,20,4
 név,1,16
stá",1,3
58 q,1,2
boju,1,2
redó,30,1
ugiu,1,110
ráig,27,1
¿pla,5,1
 “in,4,2
bp e,1,2
6 50,2,1
t”; ,1,6
ãndi,1,2
apit,354,426
vê i,1,7
baha,7,4
ecup,180,124
lala,11,4
fint,4,3
81 n,2,1
42 p,1,2
trân,1,80
leja,252,21
«per,9,1
sols,5,6
piba,2,1
"lou,4,7
sra ,2,1
xiar,4,1
tar-,3,269
"a m,207,451
z y ,134,1
ci e,10,93
d ig,2,1
aciê,1,176
táco,5,1
uíam,7,20
ssa-,1,25
atrí,14,20
aco),1,2
impi,656,9
rila,14,17
i ób,1,2
 ""&,2,2
pafú,1,2
eveí,2,1
a z ,2,2
ya y,22,1
ogg ,3,1
alvé,10,2
u bú,2,6
eer;,2,1
l dr,46,2
cliq,3,28
á ab,122,146
isót,7,6
úped,1,7
2539,2,1
""vó,1,9
tírs,3,1
2061,1,2
ay o,67,1
— so,2,4
suid,1,4
nfro,14,16
ciñá,2,1
n 97,2,1
tecé,3,1
fuku,6,7
6 el,2,1
adie,2369,13
ránd,130,1
9% d,2,2
evín,2,1
ípte,3,2
"sta,7,6
cunn,2,1
naló,4,4
iço ,1,99
mbin,70,128
anĝi,1,4
menç,1,5
te' ,2,3
 séq,4,6
 ""z,5,5
r tá,2,7
e (`,1,2
z le,40,25
re 3,6,3
10h3,1,3
 yuc,2,1
bud ,2,2
çand,1,359
6 ou,1,2
o —c,2,1
 atm,68,68
— pa,3,5
wass,1,2
res ,2,2
eméd,1,201
 g1;,2,2
quel,1222,3116
ejsi,1,2
e ji,26,16
v jo,1,4
vall,74,3
 jat,1,15
ump ,15,9
sa‘ū,2,1
ciat,19,23
lágr,188,171
suím,1,7
odeb,2,1
isuk,3,4
ró i,12,2
 05–,1,2
 pêr,1,2
dane,6,17
«¡mi,2,1
regr,463,351
n om,13,1
re-b,2,1
las ,2,1
u xi,3,4
açôn,1,2
rc h,2,1
baré,21,4
an; ,11,1
emph,2,1
pusa,2,1
ia k,5,2
ll o,2,2
«qué,3,1
i ov,2,7
w pe,1,2
"fer,2,10
hury,2,1
 cat,366,279
neon,9,2
1622,2,3
angm,3,1
6 em,2,3
e tá,8,56
níti,4,12
tí l,19,1
m dn,1,2
ozoo,1,2
ngor,81,54
glút,2,9
pou ,1,177
aroa,1,2
éxpu,1,2
melõ,1,7
sózi,1,3
á me,236,666
“fui,1,2
mi: ,1,4
plúm,2,1
nzur,2,1
7 lê,1,2
ira:,2,10
avin,2,14
osué,6,8
 8:4,3,1
 ''d,1,2
fim-,1,13
engá,33,1
"col,25,49
39 p,1,4
ões ,1,2
e pr,4128,3854
kaze,3,1
 y ¿,8,1
ue z,10,14
y ja,53,3
tar],2,1
¡hág,5,1
i cy,1,2
 mey,4,1
dred,29,5
akis,14,6
à mú,1,2
''ha,2,1
paçã,1,87
à ir,1,10
ovai,1,4
omça,1,2
 aup,2,1
gare,190,359
í ed,3,1
á ta,148,93
hága,50,1
e —c,2,1
 ¿ba,3,1
onmi,810,1
voz",1,2
brio,75,68
ócat,9,1
ulik,2,1
arcr,3,3
"frí,2,1
ugne,3,1
t üb,2,1
a» e,3,1
«¡di,2,1
safo,86,10
2030,3,5
432 ,1,2
éver,6,1
 gár,3,2
tidó,14,1
upit,19,1
""ot,4,2
alív,2,28
cuet,12,1
cs d,3,1
 sea,1403,8
3 li,1,4
ém v,1,204
“foi,1,3
aí d,8,73
chém,9,1
inle,1,3
"mit,1,2
hiss,1,2
ópez,6,4
am; ,2,20
juta,2,1
de /,1,20
s gâ,1,2
ê bo,1,15
 o d,199,2272
gefl,2,1
idên,1,148
sh'',1,2
fiji,4,4
r ha,777,40
usió,269,1
ué ",2,1
iâng,1,39
sète,1,2
ero»,2,1
cra ,6,6
igár,1,10
i dí,21,1
3 du,1,2
plo ,127,171
ola–,2,1
le é,6,1965
cená,8,31
taco,31,41
1) i,1,2
reñi,12,1
bidé,6,4
iali,174,186
sloc,5,28
á oy,2,1
cânh,1,5
irí ,2,1
er¿m,2,1
ãs n,1,18
xekl,2,1
ntaj,181,18
 rai,1,2
o py,1,3
hlag,1,2
rniq,1,2
vane,32,15
"o b,1,101
ge h,8,3
-50 ,2,1
ghet,2,1
medl,2,1
cnpq,1,3
zón",8,1
i-ma,1,2
 pay,53,3
zumi,2,1
oil ,2,1
iro',1,3
fia-,1,3
recr,35,29
youk,2,1
c le,3,2
ege;,1,2
etto,5,5
lsam,5,10
m ap,99,659
xt'',1,2
"pér,2,1
pnos,1,5
s ha,3879,185
à ch,1,35
crd ,1,2
 cm ,9,5
napr,16,13
vá s,1,44
arái,5,1
ilão,1,40
rási,15,3
orqu,2084,1671
rn e,5,2
— el,4,7
s 19,6,12
 nao,10,6
vaci,179,85
ã ao,1,11
heve,2,3
fucs,3,1
dalu,14,6
 vez,3590,3842
ef q,2,1
r ra,83,92
bujo,98,1
 clã,1,5
queó,36,9
alas,312,325
lo q,2,1
usiq,2,2
jeró,2,1
e ør,1,2
uês),1,2
дила,1,2
ez –,1,3
coln,32,18
 íñi,2,1
nny ,12,13
rfeó,2,1
:"no,2,1
dés ,212,1
í bl,2,1
valh,1,126
atmo,12,68
us 1,1,2
¡¿te,4,1
aar ,1,2
peis,1,6
po p,1,2
neri,5,2
m ny,1,2
reum,7,4
di 1,2,3
egil,2,1
(cov,2,2
 39%,1,2
ufón,3,1
oná-,1,28
"irr,1,4
s al,1,2
piño,23,1
y fé,2,1
leu ,2,218
tirn,25,1
royo,25,1
e ze,9,20
m be,63,719
't c,2,1
e) f,2,1
zo-m,1,2
s» «,2,1
coun,6,7
aya",2,1
bea ,3,1
"dao,5,1
y ¿d,2,1
il d,478,536
ez-n,1,2
údos,1,11
umit,3,3
alji,1,2
nocu,14,3
 20/,2,1
 buñ,6,1
biés,12,1
uíma,1,2
20:0,2,1
oefi,4,2
su t,687,1
blab,192,1
" lo,3,2
n —a,2,1
y pú,2,1
o: g,2,2
"¡¡m,2,1
ifó ,3,1
ptdã,1,2
veu:,1,3
rvaç,1,54
edra,333,379
avez,6,2
ia” ,1,2
abái,5,1
 402,2,1
arid,421,451
on; ,3,3
/ ru,1,4
bye',2,1
fóru,1,7
yast,4,2
l; m,2,8
oboz,1,2
oo s,2,9
d8 y,2,1
ata-,3,36
atab,63,2
vión,382,1
meir,1,1980
p""",2,1
¡ing,2,1
iuan,1,7
¿bob,4,1
skil,1,8
dj d,1,2
ín ",4,1
ont ,7,9
ébal,6,1
er 1,6,12
leop,12,12
cibé,1,2
nés),2,1
chía,2,1
romu,17,4
gos",5,3
""“m,1,2
 sáq,2,1
ir-m,1,61
ijad,36,39
dico,864,809
pial,7,1
jóda,2,1
rash,4,2
¡oh ,17,1
úd v,2,1
; e ,1,91
igié,24,4
madu,129,102
hon",2,1
lm s,3,2
ã há,1,7
va ú,3,3
xeir,1,27
lacu,3,5
às m,1,67
hosc,4,1
ianz,152,1
 zab,1,3
 mén,3,3
pedá,1,8
lino,121,149
lhea,1,5
go ó,3,1
ô es,1,24
“abd,1,2
z zh,2,2
ior ,159,1059
driv,8,44
zie ,2,7
¿jud,2,1
e cr,1005,557
zucc,2,1
só y,12,1
e-no,2,94
ereó,1,6
kyow,2,1
n og,3,1
esfl,2,2
al q,451,167
ípro,6,19
; é ,1,46
ot q,3,1
oiss,3,10
tó e,552,3
cála,5,1
asos,246,104
apuñ,32,1
us-s,3,1
sóti,1,2
á — ,2,1
a er,676,824
icof,6,1
"jam,21,28
ta 6,3,1
io —,2,7
 sca,5,2
blon,6,5
subw,2,1
án j,63,1
xira,2,2
llid,138,2
dado,2115,2316
ño f,29,1
unés,2,2
 –su,2,1
mp n,2,1
didi,2,2
1 ti,2,1
séss,1,4
belo,23,933
co c,417,390
re –,2,3
ujai,1,2
a tâ,1,4
"esa,148,8
erun,4,1
ae l,29,1
wahi,2,1
nk é,1,3
és j,14,4
vilí,21,1
lpai,1,3
s já,1,535
nlut,1,5
rgre,1,2
 pro,9776,10327
¡com,50,1
xplu,2,1
"emm,2,1
boll,76,1
n 88,1,2
falí,1,9
atôn,1,21
"del,18,6
 pud,1278,698
sez",2,1
 e 1,1,37
-mor,1,12
iató,2,4
fota,4,1
gepa,1,2
; aú,4,1
tsip,1,2
reud,3,7
 fum,572,565
adró,186,1
njas,98,65
ã tê,1,2
xo-v,1,2
 178,8,7
rbia,23,3
ba q,402,49
t'' ,1,2
lmao,7,1
ockf,2,2
auda,59,402
á pa,263,682
ti q,15,38
upçõ,1,3
í ne,3,3
vára,3,1
é té,8,4
aci-,2,2
modé,2,10
 ¿ju,2,1
» – ,2,1
's l,2,1
eí o,4,1
lgá-,1,2
fn é,1,2
eó p,10,1
 a “,1,5
r ló,4,2
orâm,1,2
 áng,162,1
sual,265,57
ierz,2,1
 700,8,2
orso,4,22
noff,1,3
 aru,3,2
gó r,7,1
ualp,2,3
olpa,1,4
lá r,1,5
riem,2,25
“mar,1,6
lbad,2,1
ia 8,1,3
a nó,4,287
ife ,7,30
murg,4,1
1750,1,3
iode,4,4
-a-m,2,2
xara,1,84
ciei,1,58
pé l,5,3
ta-p,1,2
ns k,1,3
ódet,4,1
ú ti,37,3
e #2,2,1
obit,6,2
he r,112,52
doum,1,2
ganh,1,1010
ejei,1,121
ñía;,3,1
verá,296,258
ro v,596,594
r vu,64,3
amíd,1,2
io á,4,2
isaç,1,2
 wul,2,1
ce i,88,101
aa n,1,2
lunc,3,2
scrí,48,1
gism,4,9
cê s,1,2
cómp,42,1
esob,20,30
zeno,2,19
/ ei,1,7
8 ki,5,1
 lug,1156,1427
touc,3,8
ijab,3,2
