Quadgram,polish,czech
 zch,1,2
i ža,1,2
ct z,1,5
afil,3,1
y na,1107,199
 pta,108,16
kto),2,1
ęt p,2,1
lutá,1,6
ów ł,2,1
nérk,1,2
teve,8,1
aze ,1,7
 wąs,22,1
adsz,11,1
kutw,4,1
ęstu,16,1
jme ,3,34
rník,1,13
ica ,95,2
 mąż,78,1
ongu,2,3
ycow,6,1
kisi,2,1
tosł,2,1
bmy ,36,1
peda,3,2
aivn,1,9
a ex,2,8
mpot,1,2
 inr,2,1
mům ,1,3
ruží,1,2
itke,1,3
zaji,1,18
zi l,15,6
veří,1,16
n wk,8,1
gadu,16,1
írem,1,7
ůj o,1,153
yješ,1,4
ké o,1,20
wpat,9,1
wtry,2,1
 tet,3,23
s-ma,2,1
ekso,7,1
ian ,45,3
t kł,11,1
ya l,2,1
wężo,2,1
noc",2,1
tę p,2,1
zefo,12,1
ytne,6,1
welu,2,1
ż on,24,1
e tz,2,1
t kl,14,5
uż 5,2,1
ylan,9,1
"kat,6,3
bełk,4,1
łopi,95,1
am n,578,103
žijm,1,2
teki,52,1
prap,4,4
ype',3,1
vstř,1,4
bál ,1,25
 křu,1,2
hy t,5,4
ecan,4,2
ansę,37,1
ihom,1,2
á př,1,54
m dw,78,1
czet,4,1
eżki,5,1
etar,48,18
caby,6,1
y ri,2,1
yśkę,2,1
klem,4,3
szwe,30,1
 sęp,8,1
dl ř,1,3
or t,16,5
 zám,1,21
ryso,32,3
noha,1,29
pity,6,1
j ze,80,4
j pu,18,2
"""k,3,7
: go,2,1
 ješ,1,480
m ži,1,62
” „(,2,1
sram,4,1
dras,6,4
ekej,1,13
ecel,1,3
szed,913,1
""v ,1,12
mbur,16,8
luču,1,2
hytl,1,5
tt z,2,1
n ła,8,1
oboż,2,1
very,2,1
há r,1,9
aung,2,1
ehrá,1,14
ášte,1,2
 węg,41,1
oje;,3,1
emer,47,1
zkę ,76,1
rián,1,20
eudo,7,2
""oc,13,1
wymo,12,1
"dog,3,1
roho,1,5
iasn,20,1
é ud,1,6
ogín,1,2
prow,429,1
d py,2,1
 gni,48,1
iálů,1,2
rele,5,2
lépě,1,2
" (v,1,2
ć sw,4,1
wuje,128,1
ashe,2,1
ídit,1,68
byly,1,95
jabł,195,1
 ovo,1,38
mára,1,3
ylib,9,1
ď ká,1,3
bsor,2,2
 snů,1,4
ětné,1,3
tářc,1,2
wume,2,1
ez 9,2,1
kdyb,1,305
 týk,1,5
míve,1,7
ě zů,1,2
a si,1503,93
m ir,2,2
ki r,54,1
e ją,31,1
espě,1,6
ły ś,30,1
erák,1,2
-zab,2,1
ąki:,2,1
judy,10,6
ódeł,5,1
""2:,1,2
šatě,1,2
z v ,1,6
agą ,5,1
"mul,2,1
bnul,1,2
dosk,45,2
te ć,2,1
j ul,73,1
z hn,1,2
9:15,2,1
smet,3,14
p za,6,2
ními,1,19
je t,146,1576
d ke,1,2
pilá,1,15
výpa,1,5
24 s,2,1
r př,1,12
ítil,1,71
ea j,1,2
lea ,2,1
ň js,1,2
e"ws,2,1
oha ,1,35
„zar,2,1
zupu,3,1
0 to,2,1
bolí,1,59
tube,4,5
ot ś,5,1
řídá,1,2
ocně,1,21
rw s,3,1
l fi,2,4
ridę,2,1
ehlá,1,2
c pl,1,6
půda,1,2
bňuj,1,2
keřn,1,3
hává,1,17
 opy,2,1
onna,5,1
ywej,10,1
velb,1,7
v új,1,2
cziá,2,1
zyku,97,7
lejt,1,31
cnym,16,1
 owł,4,1
mą: ,2,1
ół k,8,1
ikno,1,12
omít,1,2
y jo,19,4
leba,33,38
ózgo,2,1
ej 2,6,1
lący,8,1
nute,1,6
k sa,72,4
rást,1,10
a wl,4,1
dlný,1,4
rtvo,1,7
83 t,2,1
nogi,45,1
ciom,47,1
h mé,1,2
eškr,1,4
va u,1,6
lnąc,2,1
ačíh,1,2
 wśc,68,1
ihlo,1,2
sítk,1,2
notk,4,7
fuję,6,1
odą ,30,1
opko,1,2
yspí,1,3
 ""c,11,7
avod,1,2
rędz,33,1
ránc,1,6
šeti,1,2
tomu,4,217
ali ,613,516
t ci,110,13
l ať,1,2
lé g,1,2
 wod,396,1
dy č,1,13
dnaw,3,1
zyjm,47,1
luet,1,2
r i ,23,1
""še,1,5
yche,2,3
ożą ,3,1
rści,19,1
škub,1,2
vrch,1,28
pkie,11,1
elým,1,2
szer,74,1
un s,3,2
is i,6,1
účtu,1,2
hény,1,2
 w 2,13,1
actw,22,1
k pr,137,44
radz,301,1
él p,1,2
c wą,2,1
 fom,1,4
ec b,29,19
zęsł,4,1
daře,1,2
 rżn,2,1
ul p,2,18
špit,1,2
zaok,2,1
ółta,6,1
dwor,122,1
diem,1,4
ekli,20,95
hcan,1,2
pe s,2,6
 rus,67,101
sumo,10,1
hark,7,1
lanu,118,2
ribl,2,1
v ob,1,29
aloń,2,1
o šr,1,2
pota,40,5
alig,5,2
usyj,2,1
dzni,2,1
la: ,1,4
ěnov,1,11
ąseł,2,1
ynow,43,1
drow,353,1
ysli,1,22
"v a,1,5
k tl,1,4
pco ,2,1
avřo,1,2
oinu,1,2
tlin,2,17
 alg,14,2
s kl,2,4
ebac,9,1
gers,3,1
du z,30,44
zczę,623,1
 rek,49,14
etlo,3,2
owro,99,1
ozdě,1,193
e vé,1,2
ry ř,1,75
 ztl,1,10
tska,2,2
d ži,1,6
í mó,1,2
ajsk,25,7
teś ,1168,1
čtin,1,109
uss ,2,1
mord,57,1
ć oj,6,1
"zah,2,6
mů b,1,9
r 30,2,1
jscy,3,1
esem,26,8
epoo,1,2
żyj ,9,1
emaf,1,2
e vč,1,28
ślem,2,1
fać ,20,1
kvet,1,9
m - ,11,4
ś ch,54,1
i vů,1,11
rals,2,3
zki ,83,1
do k,336,149
ručí,1,8
zync,5,1
řu j,1,2
h wn,3,1
okov,1,28
ě mě,1,31
nafo,1,5
m az,2,1
i dů,1,36
"víc,1,4
ołto,2,1
fele,5,1
a)by,3,1
lilk,1,2
i úk,1,5
ls m,1,7
5 st,2,1
"ona,378,52
met',2,1
 // ,4,1
mu k,55,17
flir,4,2
oprę,2,1
edwc,10,1
ředn,1,76
nę"k,2,1
jí u,1,26
łędn,28,1
wjec,9,1
ylut,2,1
„moz,2,1
apky,1,3
kjó ,1,2
n úč,1,5
iven,1,2
osi ,111,10
es y,2,1
imna,51,1
nywu,3,1
vý d,1,26
itál,1,24
y 13,2,1
kucy,7,1
 mně,1,76
ylił,57,1
kę"n,2,1
zneš,1,3
op i,2,1
z rę,14,1
dl z,1,20
h sc,1,5
gnit,2,1
' i ,2,1
eď d,1,12
 ocu,2,1
półż,3,1
l ws,9,1
tily,1,8
m di,6,12
yčný,1,2
roko,41,13
ąć w,30,1
curt,2,1
gowu,2,1
řesn,1,84
sbal,1,8
lý o,1,4
ki; ,3,1
ubeg,2,1
 vdá,1,18
ewyk,4,1
fete,2,1
 woo,9,4
ięty,84,1
rzly,1,3
gino,3,1
bick,1,4
rszá,2,1
"pra,118,43
ašný,1,3
""hm,1,2
g św,2,1
níží,1,3
ň 50,1,2
c ka,10,1
zybs,19,1
ovny,1,26
d s ,1,11
ž kv,1,2
zzář,1,3
ž i ,1,3
mok ,5,1
arnk,7,1
ováz,1,7
mś t,5,1
 hni,1,2
 300,11,2
dobř,1,307
ro d,57,29
stuž,1,2
ewał,147,1
l ub,1,8
ż aż,3,1
ś zw,15,1
zlib,5,1
avrh,1,27
řesť,1,7
zí e,1,2
"čau,1,2
án a,1,5
 zkl,1,31
aliw,12,1
"syt,4,1
j” –,2,1
jený,1,40
tů c,1,4
z bo,50,17
smam,9,1
šť s,1,2
rokr,5,3
lost,1,109
ou s,1,260
ióde,4,1
hson,2,1
wkas,2,1
 usm,3,33
bova,1,114
ódby,2,1
ážné,1,10
sáva,1,3
tygn,7,1
áděl,1,15
lión,1,8
ystě,1,3
asob,16,1
c vá,1,13
í čá,1,10
hroń,7,1
myle,1,10
"bra,27,4
ičký,1,2
żyki,2,1
migi,2,1
rovd,1,16
lija,1,2
ic i,12,1
rými,1,9
eúčt,1,2
m ut,13,22
noco,9,4
yráb,1,18
evyž,1,2
iezd,25,1
0 op,2,1
ji ř,1,3
leče,1,58
 zhn,1,6
na/o,2,1
swob,10,1
plin,12,1
ýbat,1,6
 km/,6,1
y sę,4,1
wotu,2,1
rchy,1,4
ant ,36,3
niim,2,1
 ža ,1,2
ub 5,2,1
i tw,48,1
ež o,1,41
ucte,1,2
ěn k,1,2
tatr,2,1
5 ki,5,1
(pie,2,1
b (+,2,1
kyva,1,3
ák b,1,2
ąpaj,2,1
olná,1,4
sy m,7,5
rze:,2,1
atą ,8,1
ovan,1,98
 útl,1,3
loos,1,2
lu r,21,4
opre,2,4
rule,2,2
żaka,4,1
nżyn,17,1
 omá,1,3
u ps,9,16
yn š,1,2
eň z,1,11
ja l,5,1
w gu,4,1
ipa ,3,1
ružn,1,5
ź wz,4,1
ra g,21,3
te ł,4,1
jank,6,1
ácpu,1,2
zyco,3,1
začn,1,37
ým u,1,8
ečiš,1,9
wyuc,4,1
ckmi,2,1
; cz,3,1
ž vš,1,6
""fí,1,2
śby ,3,1
odło,108,1
sowe,48,1
iosi,2,1
ą mo,107,1
r or,2,1
etyk,10,1
risb,2,1
k ša,1,2
dang,2,1
 lal,35,2
aspí,1,4
ráva,1,48
twe ,10,1
"pęd,2,1
ążac,2,1
jęcz,20,1
 shl,1,8
rál ,1,56
emíc,1,7
ygod,387,1
riál,1,10
stvu,1,3
ez p,190,38
lá a,1,8
ezno,4,2
hod ,1,23
ěl e,1,2
z go,83,1
bąbe,2,1
a do,837,243
mto ,14,92
różn,306,1
ic g,12,1
anim,148,1
dwór,38,1
aish,1,2
ufał,20,1
uton,26,2
scvr,1,2
ra b,41,48
íc k,1,4
j hn,1,2
temo,5,1
ný t,1,25
dcům,1,2
m; n,2,1
rešť,1,2
i vá,1,71
lcz ,3,1
ł dm,2,1
dbił,8,1
ureń,4,1
szlo,3,1
ův l,1,4
ctwo,30,1
já d,1,5
a 20,23,3
ł „h,2,1
gret,2,2
huť ,1,31
zkol,224,2
rsků,1,3
d mu,10,2
iblb,1,2
račí,1,2
rżył,22,1
hori,1,2
a ag,4,1
ě ok,1,7
hyba,284,33
dočk,1,11
łą z,2,1
 vno,1,6
fešá,1,2
beňo,1,2
ácít,1,2
ółda,2,1
esco,2,1
7 pe,2,1
u bo,12,16
átem,1,6
ěv o,1,2
auwa,95,1
or b,13,6
ju” ,2,1
k vz,1,7
olič,1,12
nu š,1,2
prot,30,363
tlał,2,1
"odł,6,1
dne-,1,3
o łu,3,1
gube,8,1
ipin,3,1
7:30,6,2
 mál,1,60
špat,1,185
ků a,1,6
 ube,21,3
druh,1,139
zo ł,36,1
s ot,3,15
ołów,69,1
ko n,129,42
páté,1,12
erné,1,31
10 w,2,1
jpfr,2,1
téro,1,2
ęk s,4,1
bilo,1,46
oulo,1,4
 kur,169,18
 sho,3,17
dakc,3,1
islo,1,7
opia,4,1
deva,1,14
osně,1,2
pozo,121,125
to ż,30,1
tnę ,3,1
ádáš,1,12
żrą ,2,1
łówn,67,1
ans ,19,3
 enf,2,1
vůrc,1,2
rnaw,3,1
iegi,26,1
y úr,1,2
llbo,2,1
0 ko,3,2
deí ,1,2
grek,12,1
skas,10,1
wyle,30,1
mpia,3,1
hatu,1,4
íbaj,1,2
s tl,1,2
ci l,69,9
ý no,1,9
wnąt,98,1
rawę,91,1
dumn,90,1
ij t,49,8
wyek,2,1
v mn,1,7
"věč,1,2
olya,1,2
owem,16,1
blbl,1,2
ail ,7,3
hnat,1,10
ik n,27,15
 i s,201,18
ółce,20,1
ozłó,3,1
oňak,1,2
dziw,419,1
y hv,1,3
złap,164,1
wezm,23,1
awny,79,1
zzę ,5,1
no h,2,7
"toa,3,1
"z s,2,1
u 22,2,1
ji m,23,80
yleś,2,1
teł ,5,1
nočn,1,42
ę sa,81,1
vná ,1,14
ebow,88,1
eb b,3,2
przu,3,1
 8 m,4,1
eś ż,14,1
gma ,2,1
ret ,14,9
euži,1,8
m bi,92,4
i po,1238,484
o wó,2,1
vann,1,2
 puz,8,3
lnął,4,1
orty,14,2
a „w,3,1
á en,1,2
h pa,73,9
víja,1,2
strm,1,4
nečt,1,13
a sá,1,5
estv,1,2
ť ml,1,3
ce a,11,41
akse,3,1
t zp,1,27
sial,2,1
raal,2,1
u; n,1,2
neex,1,29
nąłb,7,1
ukaz,4,14
a) -,1,2
ie x,2,1
š lž,1,2
pope,92,8
e 4%,1,2
4 go,6,1
o cí,1,12
zyst,1727,1
 kec,4,4
k ży,11,1
abio,10,1
otav,1,8
pora,251,67
mogę,1152,1
en"",1,2
óc z,11,1
evrh,1,3
cpan,1,6
 smr,4,122
 8 d,2,1
tálo,1,23
ąk p,4,1
plem,20,2
átů ,1,6
výlo,1,2
zázn,1,4
rgał,2,1
se č,1,29
ódcą,4,1
ín j,1,7
st ž,1,3
pu p,6,4
ólew,8,1
e čt,1,28
zóně,1,2
enah,1,2
nkou,1,18
b sa,2,1
árke,1,3
egi ,6,1
wórn,5,1
mácn,1,5
"wgr,2,1
mikę,2,1
ď ud,1,2
 zva,1,4
ť pr,1,2
rníč,1,3
óżni,193,1
ál u,1,9
ofyz,1,2
t bz,2,1
íko ,1,3
rozl,20,29
zapy,209,1
istę,24,1
énio,1,2
a: t,3,1
íjmy,1,2
 pol,552,274
oń 1,2,1
po i,17,4
eške,1,17
bi r,17,1
a łó,21,1
rą p,39,1
bush,5,4
onju,1,2
tyw ,2,1
ć sc,5,1
alůč,1,2
ów g,18,1
edát,1,14
už h,1,19
žik ,1,3
m u ,19,20
"osp,1,2
fowa,12,1
któr,1569,1
"ohe,1,3
ośle,15,1
epic,1,27
rdzę,4,1
nnen,1,2
iktů,1,2
jďte,1,6
obra,483,58
píme,1,6
kadm,1,3
ieśl,20,1
helm,1,5
očný,1,5
rmuj,16,3
ezws,3,1
ro h,1,17
madn,1,3
apie,153,1
ocou,1,7
lnov,1,2
at b,23,29
zt o,1,2
n mł,9,1
 hań,4,1
zisi,466,1
č ka,1,4
akrm,1,17
 vyn,1,60
ábav,1,33
zšti,1,110
sobů,1,2
anąć,4,1
chem,100,31
ocle,7,2
 o l,7,9
ž es,1,4
ěž č,1,2
x od,2,1
egul,32,2
g sn,2,1
ůj š,1,19
ą id,8,1
 nęk,4,1
zlíč,1,3
iór ,10,1
mnym,19,1
umię,2,1
nryk,2,1
čímž,1,3
wo z,73,1
eode,1,18
nazp,1,9
lmů ,1,3
oo j,2,2
aźna,2,1
eta”,2,1
sł c,4,1
ciki,4,1
źnió,4,1
epie,432,1
gę w,73,1
rpią,9,1
ż zm,5,1
dopł,7,1
łużn,3,1
zbre,1,2
sieć,10,1
 bee,3,2
neše,1,28
pódi,1,2
07 r,2,1
ew n,8,1
onfl,11,4
ioro,62,1
wajc,29,1
stů“,1,2
ołud,247,1
łoro,11,1
emem,48,2
ienu,1,2
udió,10,1
 obč,1,41
w ję,30,1
że o,291,1
ę zs,3,1
""vá,1,4
ki- ,2,1
imi ,194,49
ńmy ,7,1
ń za,19,1
"""d,8,1
mbat,3,1
upák,1,12
takz,2,3
ą ps,8,1
ivný,1,16
utel,82,6
rzy-,2,1
óstk,2,1
ollo,3,1
żde ,28,1
gę p,188,1
ę ze,171,1
zago,15,1
 suž,1,2
 36 ,3,2
 měd,1,2
ř ci,1,2
 ase,2,2
tamą,2,1
ýc z,1,2
moty,41,2
km ś,2,1
 spe,125,6
epyt,5,1
íč j,1,4
obaj,63,3
nt o,16,3
nicp,2,1
rman,10,7
to t,526,414
jeep,2,1
ta ż,6,1
iere,18,1
renu,12,1
acki,19,1
sny ,49,11
urą ,11,1
ozis,2,1
alka,20,5
zyśc,27,1
 4 d,2,1
óz u,2,1
cava,2,1
otuc,6,1
dm h,1,7
ępow,38,1
""wz,4,1
nezj,5,4
zříd,1,17
b ná,1,2
ycią,61,1
 buf,3,3
§4 k,1,2
lion,43,5
 tuż,22,1
skal,38,17
źć n,6,1
ęże ,3,1
ybił,10,1
ij m,41,3
cni ,14,2
ś al,6,1
ypał,10,1
owóz,2,1
mown,4,1
j ca,18,1
římě,1,8
ty u,25,6
í le,1,19
týla,1,2
ąg ż,2,1
dejn,1,3
dpol,1,62
nčím,1,13
rwać,22,1
u ja,58,36
iłoś,137,1
 zda,581,42
o ko,480,174
egan,28,12
ropá,1,5
ánko,1,4
iji ,1,30
vce ,1,20
st n,1058,56
spas,3,2
tydo,2,1
anti,3,15
olíb,1,65
ěsty,1,3
zýva,1,5
ezón,1,4
juží,1,2
 vni,1,9
cink,6,1
8 cz,5,1
rita,3,8
2 se,2,1
mnim,2,1
rytí,1,3
zyme,3,1
"vše,1,58
f ni,3,1
 urw,14,1
kujn,1,3
y ne,6,654
kłuł,10,1
ameť,1,2
ląta,3,1
tamp,3,3
ičiv,1,5
kons,57,5
zacu,34,1
ekip,5,1
samé,1,34
en š,1,10
tíke,1,3
erek,13,3
 omy,1,16
ěješ,1,6
 łoś,7,1
cras,1,2
wlan,9,1
nnov,1,2
uhu ,1,8
ie-z,2,1
iich,2,1
 ryk,2,1
yś m,126,1
r 58,3,1
diob,2,1
á sé,1,2
řou ,1,4
c mi,35,28
city,1,11
ék j,1,3
li ú,1,3
hio ,2,2
íž d,1,2
ejdu,1,26
 ryo,2,2
azów,37,1
81 r,2,1
p va,1,2
m da,67,45
 vař,1,57
26 s,3,1
ponc,2,7
 ter,581,16
go e,16,1
iał:,16,1
u mů,1,13
 czi,5,1
22:0,4,1
sofę,2,1
ženl,1,4
guzi,14,1
śle ,16,1
wyci,220,1
išli,1,24
"i d,1,2
tevš,1,3
ook',2,1
ohra,1,13
rá j,1,14
rkni,1,2
ži d,1,2
ilyn,2,3
ekti,1,15
amty,46,5
zadź,3,1
cu p,34,1
pera,169,69
ýna ,1,4
óż j,14,1
póny,1,2
rárn,1,3
vodč,1,2
"wul,2,1
amoh,1,2
y ik,2,1
b sn,1,2
ażek,2,1
alką,7,1
š šť,1,8
wo m,50,1
rne ,46,1
rtal,7,5
perm,34,21
loze,1,14
ronn,18,1
m mě,1,239
eseš,1,6
 sex,5,23
ciwa,10,1
tvář,1,46
ey w,2,1
uham,1,2
k mó,81,1
mroz,10,1
mes ,2,1
ogia,19,1
ozśw,3,1
newt,3,1
ęc ż,2,1
k sv,1,8
uchó,13,1
bnov,1,2
yśmi,32,1
djaz,8,1
to e,9,5
ťalu,1,2
ce) ,2,1
ć wo,43,1
zody,2,1
by t,330,262
wkin,2,1
ansó,4,1
ą uk,8,1
blúz,1,2
czto,8,1
żka ,206,1
mcom,2,1
davá,1,5
ajcy,2,1
ąd o,24,1
łjem,2,1
jś r,2,1
utob,260,156
í ža,1,3
zją ,2,1
ą zg,24,1
solá,1,4
sa p,20,5
práš,1,9
eślu,2,1
ěk č,1,3
ový ,1,198
píli,1,2
labu,1,8
cyzo,4,1
dleż,2,1
u sł,30,1
ligę,2,1
klęk,4,1
ubek,20,2
piry,17,1
lotę,2,1
e in,129,21
érko,1,2
bo f,1,2
páso,1,2
meną,2,1
d's ,1,2
egół,43,1
dełk,75,1
toly,1,7
ny 5,1,2
rgni,4,1
żną),2,1
rudó,5,1
zemi,15,75
lf t,4,1
r uv,1,2
rs z,3,1
mí ř,1,8
ębow,3,1
íč k,1,2
ascy,14,1
é zo,1,2
ledo,2,47
rt j,14,12
upe ,1,11
aaa",3,1
řevě,1,7
zpow,6,1
optá,1,4
u šo,1,3
í kl,1,21
o lą,5,1
"nen,1,128
ívát,1,8
á pů,1,4
n śr,4,1
źnyc,2,1
ulże,2,1
něžn,1,6
żo m,39,1
 tva,1,7
ybku,1,3
ikar,27,2
mrke,1,16
í řa,1,5
ěnné,1,3
g zo,3,1
""uk,3,3
„kal,2,1
důch,1,15
cnin,1,3
tsu ,4,1
sios,291,1
iki ,95,1
 xia,3,1
"toh,1,125
 dew,3,1
j uż,11,1
ž já,1,43
 hří,1,10
mánů,1,2
opik,5,1
ec t,34,22
zą) ,2,1
šlem,1,2
ulca,3,1
saša,1,2
ać z,415,1
t or,11,1
eš b,1,25
dnej,97,2
rd j,5,2
żdzą,2,1
ty l,16,7
ięto,33,1
dmoc,1,2
tilí,1,3
 sió,74,1
 wpe,2,1
atů ,1,2
us t,7,9
by ł,4,1
ny ž,1,7
"xal,2,1
roe ,2,1
atla,10,5
szyt,20,1
ytlí,1,2
"""v,1,7
íhal,1,10
kuza,3,3
ogií,1,2
tafi,3,1
háni,1,4
vraž,1,60
ebal,65,13
cimb,1,2
ráci,1,282
 srs,1,3
evel,4,6
peck,1,2
ětu ,1,13
líře,1,9
ízeč,1,2
y wk,8,1
rání,1,24
lu k,28,5
„cho,2,1
torr,2,1
ěj n,1,24
cą ż,4,1
iáln,1,24
ňujt,1,3
dmik,1,3
á hů,1,2
ni y,4,1
adát,1,7
lebu,1,3
doné,1,2
 což,1,13
egio,15,3
owło,4,1
igne,2,1
efy ,4,1
ioci,24,1
 grd,2,1
loge,3,1
ný c,1,14
k wi,99,1
óles,13,1
o śn,34,1
cáme,1,2
dą ć,2,1
ň vě,1,2
vičá,1,2
l lá,1,5
ch z,236,118
octe,2,1
"biu,3,1
ávám,1,133
očíš,1,3
co ž,1,8
ozró,7,1
číle,1,3
 číč,1,2
r oc,2,1
rmur,4,1
vyžá,1,3
uhla,1,109
uma ,15,2
5 sz,2,1
ďme ,1,72
tońs,4,1
ké ž,1,7
o ša,1,6
cele,29,5
letl,1,10
 żeś,4,1
m 24,2,1
bit ,1,37
pamá,1,5
arlů,1,3
– „b,1,2
ť ud,1,2
„lub,2,1
ąb z,2,1
" zn,1,2
yć -,3,1
ipka,4,2
rtod,2,1
očtě,1,2
ké b,1,34
nitě,1,2
 čet,1,52
u wt,3,1
rmio,5,1
azwą,2,1
ů z ,1,7
ushi,13,2
ze c,158,4
wywa,78,1
ailn,1,3
szws,2,1
ědná,1,2
yl z,4,101
otov,1,55
 cnn,4,2
výto,1,6
wość,125,1
ilio,49,5
afor,4,3
"kłu,2,1
 úpa,1,4
ávěť,1,3
ši ď,1,2
bajt,5,1
yżka,4,1
nout,1,306
łni ,28,1
tr m,5,11
e (j,3,1
zmę ,19,1
kruž,1,4
omů:,1,2
rná ,1,19
"hne,1,10
gopi,64,1
st 4,3,1
ndku,2,1
yjkę,4,1
rné ,1,26
tę n,54,1
medi,19,11
rská,1,8
szto,109,1
 uło,8,1
řebí,1,22
main,2,1
tnýc,1,2
y či,1,2
""lh,1,2
ázní,1,6
uvaj,1,4
umný,1,3
ln z,4,1
ivně,1,19
st d,792,16
rsuj,15,1
aw s,19,1
"zdá,1,123
isel,1,4
dirn,2,1
awne,59,1
těle,1,18
żyst,2,1
utéh,1,2
ucti,1,5
úspě,1,56
é ča,1,11
 obk,1,21
je ž,1,75
atsk,2,2
o pa,439,80
ój n,102,1
ł św,45,1
ramu,10,2
áčí ,1,6
ný g,1,2
 ne-,1,3
douc,4,64
wask,2,1
j wi,228,1
v ná,1,10
"ros,7,2
tměn,1,13
íž b,1,2
edaž,1,5
my t,515,7
tańm,5,1
opěj,1,2
te ',2,1
rgu ,3,1
lí c,1,3
tesá,1,2
leńc,4,1
is f,2,1
so c,2,1
 olś,4,1
dł w,61,1
– sa,2,1
kazů,1,4
 swj,2,1
 buk,7,2
jej ,1554,15
oś i,38,1
ach;,2,1
łym ,402,1
noma,2,1
věrk,1,3
"sha,2,1
ůl p,1,4
 řet,1,4
ażał,47,1
 rak,69,29
dous,2,1
hy v,1,13
výtr,1,2
yś p,2,1
y db,4,1
"ann,5,2
howi,6,1
hlík,1,6
adcz,120,1
tý k,1,6
á rá,1,147
ryzą,5,1
zapř,1,4
"krv,1,3
ń ni,14,1
ystk,1326,1
ý v ,1,16
posó,180,1
ď mr,1,3
k; d,2,1
zová,1,13
c v ,1,15
życe,4,1
gope,1,2
nept,5,27
ím r,1,32
uż 2,2,1
stmi,1,4
daża,2,1
tá ž,1,4
lbę ,2,1
ad ř,1,2
mě u,1,44
uří ,1,14
ść e,6,1
złąc,12,1
ń gr,2,1
wotę,3,1
ęłab,4,1
gabi,14,1
nopo,6,1
yżud,2,1
sádk,1,9
v al,1,3
rute,2,2
jgro,2,1
přiř,1,3
čít ,1,30
wu n,9,1
l dn,2,13
 30 ,35,7
kabá,1,37
gu z,7,2
jskr,5,1
"eko,3,1
úpat,1,4
laná,1,5
ějíc,1,7
 wii,2,1
 bół,2,1
é zř,1,2
rnoś,25,1
edvě,1,19
ampc,2,1
 ztá,1,2
 „pt,2,1
"iwo,2,1
evin,2,30
ly v,1,43
zí d,1,17
rgan,71,8
 4:1,2,1
 foc,3,2
usty,63,2
 eso,1,2
 vůd,1,3
y vy,1,73
arýc,1,10
šeob,1,3
tčím,1,2
líně,1,3
může,1,851
trup,5,1
ł kt,9,1
oště,1,10
proz,6,14
ąt b,2,1
ebyd,1,9
ož n,1,5
paki,30,1
cę ł,4,1
łe a,2,1
šivý,1,2
š mn,1,27
d am,7,1
 nów,2,1
mnec,1,2
imoc,1,4
zmił,3,1
łosk,47,1
epoc,7,35
 vi ,2,1
""že,1,3
bírá,1,16
olez,1,2
o (j,2,1
obch,73,66
atro,11,8
 dšt,1,2
ukem,1,6
bář ,1,2
ůh j,1,5
omůc,1,2
 pou,12,174
mě k,1,29
veve,1,14
128 ,3,1
 obá,1,22
ka c,53,7
wiją,3,1
budu,16,340
ajla,5,2
gią ,3,1
łe ł,2,1
zvíř,1,77
o šo,1,2
"tor,3,1
sm i,2,1
dlám,1,13
""hi,2,1
 mýt,1,9
r st,6,7
io a,2,1
břez,1,7
błąk,4,1
łem",2,1
rine,2,1
átít,1,3
łona,11,1
rych,195,184
ělel,1,2
"w m,22,1
s nę,2,1
"šťa,1,5
"sil,2,4
dsuz,1,2
 čmá,1,2
neúp,1,3
ýkol,1,6
nę u,4,1
á lo,1,6
cówc,2,1
odłe,11,1
stět,1,3
użę ,3,1
láře,1,20
nym",3,1
dson,4,1
anuá,1,4
„děk,1,2
etny,63,1
pádů,1,4
jce ,6,13
aría,3,2
ybí ,1,35
ź od,9,1
hamě,1,3
pler,2,1
eupř,1,2
xilu,1,3
ydan,15,3
lalů,1,2
tyřč,1,2
ofle,3,3
raćm,10,1
motá,1,5
ko ś,18,1
subi,2,1
ł mó,57,1
ł hi,5,1
rávi,1,89
zysc,563,1
lo k,1,33
ek u,29,4
cjuj,2,1
ynny,21,1
"dre,3,1
kzva,1,3
toud,1,2
umpc,4,1
é ru,1,22
» po,2,1
natn,2,1
ncí ,1,2
šlat,1,4
ll t,4,2
vily,1,8
onez,7,1
eč o,1,4
iaki,38,1
konv,1,10
 ubi,58,1
á mí,1,11
lad ,2,22
ukoł,2,1
ačín,1,89
ě ve,1,45
taj",2,1
utań,2,1
as u,16,6
ęliś,49,1
zi u,15,1
 w-f,2,1
jdzi,445,1
ła ś,36,1
 pír,1,2
who ,2,1
pion,44,3
"are,2,1
našt,1,80
ound,2,1
ym h,29,1
uć h,3,1
elul,2,1
idot,3,1
sejí,1,22
i dl,52,19
řív ,1,30
tiln,1,3
tel“,1,2
hrdý,1,12
selk,5,1
boja,2,1
otni,193,7
přem,1,90
lešt,1,2
eś i,43,1
rzod,31,1
a ke,4,6
 svě,1,237
oggi,7,2
rżni,3,1
muče,1,5
o vr,1,6
u oč,1,3
odík,1,7
ímná,1,2
petc,3,1
j dí,1,2
hvál,1,24
ziąć,103,1
o up,43,11
psuć,6,1
zwą ,2,1
"zaś,11,1
rw m,7,1
um 1,2,1
ą of,7,1
šená,1,6
mu ř,1,26
á jm,1,7
" (p,2,1
í: n,1,2
m mn,79,26
ubič,1,4
o zí,1,18
ki t,101,1
ím v,1,174
el z,30,59
masy,5,1
"cic,2,1
