Trigram,spanish,portugese
"al,760,503
—me,7,1
sze,3,3
e 9,20,26
érg,81,76
rus,581,634
ntl,2,1
met,2319,2172
¡¡h,2,1
ĉi-,1,2
nmó,10,1
hga,2,2
ráf,262,171
azn,32,1
k v,4,8
$ 1,2,9
iro,557,7932
 [я,1,7
 a1,4,5
cur,2274,2757
amr,3,1
5% ,18,18
«¿u,3,1
tha,26,21
fác,958,778
 na,1,4
éiz,4,1
em…,1,2
"ép,2,1
ãs",1,2
360,1,2
efl,141,182
táx,1,223
grá,101,257
% r,4,1
bif,12,38
plu,155,84
 h7,1,2
pód,3,3
181,4,5
—¿a,2,1
r b,809,1169
zeo,1,2
tác,178,127
voi,7,17
'70,3,1
údi,5,19
7 ",2,1
“-n,1,2
 bb,7,6
è b,1,2
r$1,2,1
qba,3,2
éps,1,2
 23,21,29
éng,43,1
b a,15,103
üís,45,1
lde,265,237
côm,1,83
aja,3885,730
nã ,1,7
—co,6,1
 du,3745,2847
¿ci,47,1
aio,4,1705
ofa,37,63
dís,100,31
vô ,1,218
nnú,3,1
sa/,1,2
cyo,2,1
aní,133,41
bek,6,4
ees,679,23
ekr,2,1
“le,1,3
pov,6,446
 ‘a,2,1
xoc,3,1
l i,1657,196
-úg,2,1
hdo,3,3
l j,1229,95
afá,6,18
g l,10,5
ugá,29,1
ogh,5,5
o ¿,61,1
amã,1,159
vaí,1,41
7 5,1,2
rvj,1,2
urc,143,127
éia,2,113
rt-,2,1
164,3,3
» g,2,1
"¿k,4,1
la-,6,68
rár,27,321
 ─e,2,1
urç,1,2
doi,2,1798
822,1,3
riõ,1,3
78%,1,2
ogã,1,50
gta,1,3
¿le,360,1
"s",1,4
- y,4,1
exó,11,12
rce,592,962
toj,28,6
«na,2,1
q t,2,1
ajé,78,3
— h,1,3
éll,22,1
n]6,1,2
chy,1,2
esl,105,451
bót,8,8
otk,1,2
g i,1,3
esó,316,3
 49,4,3
168,7,4
no ,1,3
fún,10,9
na ,1,3
rwa,4,1
xed,1,2
¡bl,2,1
ąte,1,2
ttö,2,1
540,1,3
 da,1,4
cig,185,124
 sê,1,24
enã,1,144
k p,28,21
vo ,3828,3140
39-,1,2
cib,885,33
gaf,222,23
ltô,1,24
riu,108,813
móc,16,4
liq,86,143
és–,3,1
oud,3,2
(té,2,1
; a,63,189
búq,2,5
( á,2,1
răo,1,2
 e ,461,19927
zut,2,2
eu:,1,73
n"e,2,1
/ o,1,168
evé,104,6
9 k,6,1
 pu,15033,1654
·2·,2,2
nfa,715,127
 41,5,5
édm,5,1
í: ,17,3
díf,20,4
pei,85,1626
 fá,1097,882
lod,82,112
uyó,199,1
sá-,1,76
won,4,1
 sy,5,7
ol ,1273,928
 pg,1,2
kol,6,4
 5:,7,4
cd),1,3
011,13,14
fôs,1,28
ez ,3760,5103
 oq,2,2
”eu,1,7
​​i,2,1
avã,1,12
lia,2426,2989
s-h,1,8
"ôn,1,2
pil,578,193
 02,2,1
gag,8,90
(an,1,2
opr,46,314
¿hu,11,1
"'¿,2,1
nás,29,54
mox,2,3
0 d,126,226
ío",3,1
lye,1,2
ll),2,2
mеn,1,2
túd,2,14
ys",3,2
url,162,6
3 =,1,2
4 o,2,4
 «f,2,1
-nu,4,1
rey,459,10
pfi,1,7
yag,7,1
r s,5097,5183
prí,76,118
tíd,10,13
do​,2,1
óa ,2,1
hác,14,34
 it,402,491
z 9,1,2
cto,3537,234
ngj,1,2
kua,4,4
vur,5,21
% c,3,2
 ñ ,2,1
twe,4,2
3 r,1,4
'sh,1,2
¡av,7,1
0-0,1,4
au;,1,2
nu ,12,36
fêl,1,2
pyo,1,3
cén,92,1
esr,6,15
ñád,5,1
cog,1021,60
s"n,4,1
¿ju,40,1
езд,2,1
inc,4384,3711
ódi,361,216
"¿4,2,1
gí ,85,1
rcy,6,3
ó; ,8,5
ená,13,56
zve,1,2
mmo,2,3
alú,22,11
bus,1700,1324
¿vu,12,1
má",3,1
ôrm,1,4
tré,597,15
mní,14,1
8ºc,2,2
 im,3914,4770
iís,2,3
e e,3,2
fec,1236,883
 5x,2,1
vá",1,2
neç,1,24
»vo,2,1
 “g,3,5
7 b,3,7
oon,27,9
z j,17,45
idj,1,3
  k,2,1
a ∈,1,2
61 ,4,6
1 7,2,1
rúx,1,6
gla,752,206
 n-,1,2
cod,133,69
ta:,15,22
"tá,5,11
oci,3190,759
974,10,8
ère,3,15
eaf,4,2
on»,2,1
thr,2,5
n k,173,11
¡ve,159,1
mey,10,1
¿cu,3333,1
fân,1,131
stâ,1,312
raç,2,2878
gaz,119,25
5 s,14,9
usé,31,3
7; ,3,2
hi",4,1
 aq,1,3
—si,3,1
& g,2,1
xo",2,7
ása,59,2
: y,16,1
a ñ,3,1
icâ,1,10
-ja,2,6
bdê,1,3
'or,1,2
ámp,92,1
étn,16,14
a 2,48,156
rlá,11,1
aib,1,275
ónt,7,1
"vé,2,1
8 f,4,4
‎is,1,2
íza,21,3
pa;,2,3
rôn,1,147
utí,27,29
ón ,11813,5
a i,6256,8359
ioj,6,1
clá,100,121
 ól,1,67
0 j,3,2
cho,10543,7479
ugu,434,772
tix,1,4
jit,71,2
""é,107,173
oeh,1,2
tmé,16,11
a-n,7,161
“do,4,2
 4·,2,2
ncó,169,29
de",11,30
iaç,1,167
bôn,1,8
tt ,15,19
`ta,2,1
 73,2,2
ovn,42,18
e ‘,3,1
upi,279,103
eso,8299,1472
deñ,86,1
rdó,320,3
9 h,5,10
sri,2,6
ióx,21,16
áje,6,1
úd ,6,1
"ál,2,7
gda,30,14
é t,2,1
máx,88,143
lge,24,24
cyr,3,9
ol”,1,2
 hé,99,28
 ét,34,35
0 (,2,6
i —,1,3
gyv,2,1
scó,110,116
obr,3744,6804
cép,17,1
rêe,1,2
8 0,2,1
rby,2,1
193,24,26
""ã,1,2
bat,746,1162
lí ,615,3
-ia,1,26
rán,1378,1
 uc,50,56
ne¿,2,1
80%,4,3
9 f,3,4
m /,1,93
¡¿a,4,1
nqi,2,1
xér,1,126
eir,67,12391
l ",52,9
(al,2,5
sã ,1,10
oo",1,2
lo—,2,1
bát,8,2
 qu,4,8
g/c,1,2
lvó,58,1
¿ut,3,1
miã,1,13
ñár,7,1
mai,100,16219
peú,1,4
452,3,2
arp,168,93
»¿l,2,1
íld,14,1
 xe,12,49
-oq,1,2
wnl,1,12
0es,2,1
veo,581,2
yés,2,1
ére,84,131
sim,1368,4008
6 b,1,5
¡jó,5,1
sty,7,2
ã"",1,8
k2 ,1,2
05–,1,2
bís,12,1
cóv,1,4
"gp,2,1
do—,4,1
ynm,2,2
ula,2736,2939
% e,9,5
è m,1,3
ojá,8,1
iof,7,4
keo,6,2
48),2,1
rmn,1,2
«¿m,10,1
pap,936,706
z o,52,592
-‘a,2,1
456,4,1
 nā,1,4
jij,2,1
lén,107,1
ebá,6,2
lau,282,191
 zu,149,46
or;,16,28
ign,1132,1039
934,2,3
dba,2,11
ln ,25,16
—¿o,2,1
ez;,3,4
heb,94,94
tún,80,46
510,2,2
ryō,2,1
e) ,6,14
2 p,12,16
926,1,3
lwi,3,1
ojõ,1,3
597,1,2
py ,4,3
lhu,14,7
l 4,20,4
dva,4,36
ath,30,35
ípe,12,16
acn,4,12
sal,5442,2066
óri,99,2261
ruç,1,203
 te,23177,38956
2 k,3,2
t —,2,2
 úr,1,2
lny,2,1
du ,8,7
neh,2,1
uór,2,1
la;,13,26
ô o,1,4
o;",1,3
9 i,2,2
p a,5,8
cha,7190,6800
myl,1,2
00",3,1
nsi,1784,3112
bau,55,37
luj,71,1
ep ,7,9
'po,2,7
(cc,1,3
–a ,2,1
o:o,1,2
à a,1,237
155,1,2
plê,1,26
nij,8,2
umó,19,1
csa,1,2
uod,4,2
727,2,2
lfe,4,122
8% ,7,7
  s,2,1
6h1,1,2
 ¿c,289,1
ghh,2,1
< f,1,2
têx,1,6
dap,86,84
> q,1,2
co/,2,1
pá-,1,13
vo',1,3
m e,1,3
l: ,18,31
lió,535,2
"úl,26,3
”"p,1,3
eog,38,72
ínq,1,7
lum,692,289
:09,2,1
 2π,1,7
é ú,5,52
n r,3558,36
m s,1,2
a r,6644,6367
a e,36976,27061
501,1,2
14),1,3
dex,10,8
28),1,2
iln,1,2
"¡d,107,1
ccp,2,2
e ô,1,287
ie',2,1
phd,1,3
gbi,1,9
-o:,1,2
 óc,1,297
drí,1870,4
ive,2588,6434
re-,10,298
 —t,2,1
rão,5,2043
ã 5,1,2
ueh,7,1
shr,4,1
jo ,6163,1241
ipa,699,659
19x,3,4
e 2,160,332
ª p,2,2
nvo,166,391
üé ,12,1
o é,575,12718
"xe,1,3
kak,7,7
mcd,13,8
l `,4,1
bác,2,3
«sí,29,1
eçu,1,5
 é),1,3
jau,51,17
ire,1436,2787
 ç ,2,1
¡be,9,1
táz,2,1
 56,5,4
sbo,248,101
ís’,3,1
tiu,14,898
 um,1,2
abõ,1,4
“ŝi,1,2
óce,6,21
ngh,21,7
féi,6,1
680,2,2
flo,912,951
¡bu,56,1
916,1,2
eis,819,2251
¿pe,170,1
7 8,2,1
900,9,8
dru,96,51
ahá,5,1
gáb,19,1
dne,8,9
láj,14,1
és),3,2
nje,700,76
 'v,1,2
gfo,2,1
"éc,2,1
o k,78,100
oth,4,6
 ¡v,58,1
 „s,2,1
ómp,49,1
isd,3,2
s ô,1,30
ya;,2,1
nóm,212,21
: q,1,2
rou,21,5304
teñ,29,1
aah,6,4
ehh,2,1
êtr,1,2
wad,9,6
ism,3167,496
 “j,2,6
ezh,2,1
nyí,2,1
kry,2,1
wac,1,2
exy,13,15
1-8,1,2
air,460,1546
onó,622,27
adá,186,403
ngã,1,2
sea,2176,243
ir ,1,2
ó g,78,39
rfu,56,93
eír,261,1
maí,41,2
oé:,3,4
hun,142,37
mié,60,1
cci,3333,37
 m²,1,2
bac,228,340
 mt,1,2
 os,1307,10194
6: ,1,2
ngr,691,598
de»,3,1
 ¡é,7,1
ua;,3,11
h1n,2,1
o 8,3,10
ólu,5,3
rá",1,5
cém,11,41
reo,3563,1082
" t,14,9
-2n,1,2
ho ,5998,14592
hs ,2,2
igã,1,6
ueç,1,408
cyb,2,2
ija,859,388
asc,970,1462
-lo,4,2563
svi,31,53
‘ar,2,1
 //,4,1
14h,1,11
ia",37,39
b— ,7,1
h'',1,2
do»,5,1
mku,2,2
—¡p,5,1
ï r,2,2
rn ,9,8
xdi,2,1
“ti,1,4
rém,32,235
lah,14,1
dos,14086,13908
ași,2,1
cei,127,1554
978,2,2
«mi,6,1
sar,4918,5432
9 y,4,1
 2k,2,2
gzw,9,7
46 ,7,6
4 b,5,8
uér,118,10
slá,13,3
c s,22,13
uqi,1,18
¡él,30,1
xaq,1,10
‎"n,1,2
m g,85,2701
tas,7329,7355
amn,14,8
u (,3,7
i-g,1,4
 yi,16,6
á m,1530,2601
: b,7,8
ña),4,1
20°,2,2
icj,3,4
iñó,44,1
"30,1,3
905,3,4
lil,118,47
ku-,1,2
pôs,1,259
0já,1,2
rc ,8,7
lki,7,2
bae,3,5
 ve,1,2
"e-,1,2
go-,2,22
¿vi,159,1
 fó,52,87
t f,15,22
éme,15,9
 li,6667,8485
síd,2,14
to ,1,5
4 m,11,12
41 ,4,4
i 8,3,2
pta,656,104
wor,3,14
osõ,1,6
mí:,8,1
eap,7,10
ê"",1,9
alê,1,30
 – ,22,308
 01,1,3
çoo,1,30
(k),2,2
: ",369,423
léo,2,2
ón¿,3,1
á 4,1,6
lio,653,587
elê,1,15
c/d,2,1
iso,940,3344
é 5,4,7
hm ,1,2
ñí ,2,1
có ,929,114
"“¿,2,1
e í,18,24
'er,1,2
 25,58,59
iéd,1,2
2 s,8,11
éga,33,5
iov,10,7
jut,2,2
lám,237,2
jae,2,1
yi ,2,1
ª o,1,3
ty-,2,2
174,3,4
rvu,2,4
nra,51,204
 ( ,9,2
loh,1,2
puk,2,1
óso,44,42
 b-,2,1
dd/,4,1
​ca,2,1
res,23603,18972
¡ne,20,1
pam,110,157
–su,3,1
cía,2238,16
а» ,4,1
k t,24,28
uar,1651,2461
ud ,475,4
ón—,3,1
bey,7,1
ázn,4,1
¡lí,3,1
giõ,1,72
d¿a,2,1
nt»,2,1
áti,975,1027
usp,136,341
tl",4,1
r) ,7,8
anó,216,15
“ob,1,5
"tú,160,1
siy,2,2
ʻia,3,1
ppa,2,7
óya,5,1
dno,18,1
d ¿,2,1
"гд,2,1
bo ,1577,561
«dé,2,1
rto,3280,5010
bús,501,11
- o,1,36
bap,5,4
soy,2781,1
e e,38082,37533
194,27,46
neg,1194,780
mea,169,279
slé,5,9
ému,2,2
"¡h,69,1
1-2,1,2
á e,3200,3054
"“i,1,2
jás,20,7
al),5,18
cs4,1,2
 cé,205,777
‘ag,2,1
oág,3,1
ies,1907,234
írs,104,1
cól,67,66
ly",3,2
go¿,2,1
mbu,279,182
pun,1098,272
7 c,5,2
yle,9,9
a)),1,2
¿el,283,1
:00,41,23
lvo,368,210
m/h,7,6
céz,2,1
aby,6,6
vad,785,862
:"",2,7
tfi,2,1
yka,1,2
95),4,4
j"",5,3
aíl,4,6
izq,266,1
úmb,13,4
111,4,6
º 3,1,2
éji,17,1
rbó,38,3
"ét,1,4
ico,6741,6843
ígo,9,8
/4 ,1,2
li;,1,2
éfa,4,5
io ,7860,8399
'aa,1,2
ipp,15,13
º (,1,2
“z”,1,2
1º ,1,14
ñej,4,1
dmi,501,564
ic",2,1
 ou,5,8671
éli,82,152
eym,4,8
m n,3600,10357
85 ,6,4
y k,27,12
1 g,3,3
él ,12493,1
 dz,1,4
epõ,1,7
r -,10,15
ung,74,90
hã ,1,1009
uco,98,3024
"─¿,4,1
 d1,4,5
”"u,1,3
eñá,9,1
rci,1070,611
ai ,1,3
w"",1,2
865,6,3
sód,4,49
rgâ,1,31
bín,2,1
 «t,22,1
"sr,5,13
ra),2,9
vna,1,3
ad",27,1
pec,1944,758
gez,1,2
""-,7,3
bém,2,1874
 7ª,1,2
 = ,1,3
»¿c,5,1
jej,2,16
o -,30,32
jip,1,3
eo-,4,9
xi:,1,2
acs,3,1
io",19,26
twa,50,41
d; ,31,2
rtf,1,2
uve,868,745
zan,1226,372
ar',3,4
:ve,1,2
-√3,2,1
 é ,1,38541
 -8,1,2
u-o,1,101
xég,2,1
“be,1,4
grè,1,2
tú ,1707,1
paq,122,18
lái,32,1
" v,5,17
97 ,6,6
árm,91,14
”em,1,2
g4 ,1,2
lê ,1,132
687,2,2
 oï,2,1
 bé,213,40
ée-,2,1
-10,2,2
¿сi,2,1
rfo,22,75
 (3,2,5
eár,1,3
l-a,6,21
kfu,1,5
r c,6230,8906
—av,2,1
x; ,1,2
ó ó,2,1
 wy,1,2
lúm,10,2
in',3,1
ncá,6,27
o i,1,2
és-,5,3
tua,1491,2268
 5%,10,12
xis,785,1090
veu,1,861
rzy,1,2
guñ,9,1
tmi,12,8
 20,357,632
hig,71,37
ó 1,13,1
íso,52,43
leq,16,17
m-t,1,20
bsé,8,6
duá,1,5
níg,36,32
r¡ ,2,1
nmi,892,1
áms,12,1
u-s,1,973
vo",13,9
ito,5052,20768
hi),1,3
záb,6,1
880,3,1
ñiñ,2,1
r-m,4,410
ddu,4,1
"cr,308,54
eer,1488,14
yóq,2,1
hjo,10,8
³ a,1,2
op ,19,19
izí,1,4
“it,1,3
»¿t,2,1
hqi,2,1
hit,135,56
nep,43,37
 la,68453,4012
dor,5512,6681
mr ,3,2
1/2,1,6
 íf,1,3
a: ,223,272
 cê,1,7
“eu,1,7
psí,10,3
ilô,1,136
say,517,9
zba,4,1
eta,4161,4147
-ka,4,3
éat,7,1
ábu,12,42
4 n,1,5
p d,3,20
tá ,12070,17661
haf,8,10
eñu,5,1
vlc,1,2
“cr,3,1
709,2,1
"¡b,52,1
"lâ,1,2
t ö,1,2
úpl,5,6
bcu,2,2
"ár,1,5
29-,2,2
rmã,1,2424
í f,82,12
va-,1,221
us”,1,3
-up,7,2
y'r,2,3
u –,1,5
ñad,553,1
ê; ,1,8
fíb,4,4
-eu,3,9
“ag,1,4
uém,15,3966
zel,40,115
klo,3,1
jiā,2,1
mmy,27,21
aln,8,2
nía,2536,16
ués,1803,1
125,8,3
boc,452,398
dió,2442,20
rüt,3,1
poi,9,2222
377,1,2
eyé,2,1
0gb,1,3
fk ,2,2
r-n,1,97
tti,7,5
ça ,4,4080
és",5,2
nac,1628,403
uit,1092,14945
dré,363,14
xiǎ,9,1
erê,2,148
203,3,7
921,4,3
"eq,2,3
ĵo”,1,2
¡go,3,1
ma;,6,20
gs ,13,11
(ai,1,3
utr,112,3263
saú,6,383
 pê,1,62
box,21,17
nau,98,107
177,5,8
m:q,1,2
l c,10326,993
cak,8,7
8 (,2,2
n’ ,2,1
/ g,1,14
ulf,11,11
ac ,44,77
 e2,2,3
óla,370,409
duv,24,222
u f,680,4741
r» ,2,1
"aa,5,2
ís ,876,584
suz,21,19
ulk,5,1
ufa,69,22
lft,3,3
-po,9,78
34-,3,4
ulí,3,4
«to,13,1
¿oí,25,1
vot,250,278
ert,9208,6788
lij,89,4
fué,37,1
a-p,6,48
omy,2,1
gam,628,968
bíl,2,26
ots,42,7
ù g,1,2
"ss,1,2
dél,3,7
2º ,1,2
hwe,3,8
psi,124,106
cah,41,2
num,136,1549
mp ,20,13
 --,10,14
alc,1044,538
bbc,5,6
um ,39,31105
-3),2,3
o 4,19,22
 (d,6,33
“a ,1,4
iwa,14,12
nfó,40,1
) 6,2,1
gom,79,13
ónd,2669,1
cús,20,6
wn ,37,35
0/2,2,1
 a5,3,2
kro,4,2
"i ,1,2
 vé,17,58
c1 ,2,3
 lã,1,22
t e,142,68
ehé,9,1
ugú,4,5
 ge,2997,2984
xop,15,3
enz,1058,24
stí,125,133
taé,5,1
hóc,2,1
258,2,1
pdo,1,2
 áv,19,22
pág,237,210
baç,1,24
npe,2,2
nad,9873,6874
d'a,2,7
spó,23,6
 é",1,2
itú,14,2
izp,4,1
666,2,2
óle,110,159
biú,1,2
 q ,2,1
obv,139,70
côs,1,2
ut",3,5
pum,16,42
981,5,4
uau,21,10
rut,850,691
'"a,1,2
ra…,2,1
os ,2,5
dád,6,12
pá ,210,14
 nã,1,42736
nc),1,2
6"",1,2
ós;,1,4
blu,37,57
ú e,331,3
pié,89,1
"cú,1,2
hau,66,36
]6d,1,2
éin,5,1
lí",4,1
bok,3,5
bél,41,40
iér,214,1
xap,1,2
mun,2721,2914
sí»,4,1
rte,8078,6235
on;,3,3
8 é,1,4
mán,516,1
' a,3,6
-rá,1,4
ang,1028,1680
bka,2,1
3% ,3,2
001,12,24
"há,13,341
veá,9,1
oom,7,14
liñ,8,1
 -6,1,2
atb,2,1
m a,1,2
gué,561,3950
noe,53,75
óxi,603,982
-27,1,2
 ze,50,150
chw,7,10
uaç,1,481
 ) ,5,1
z n,150,452
unú,1,2
8 e,10,22
“an,1,4
neí,2,1
; q,28,51
miê,1,2
msc,2,1
 je,562,601
vec,1833,28
am@,2,1
go ,1,2
o-q,5,15
kg",2,1
""m,397,357
:el,1,2
maz,74,92
ã p,1,80
"ó ,1,40
8 h,10,21
riv,247,406
ς"",1,2
ddd,1,3
 sh,166,282
duq,10,7
so;,21,23
és:,32,32
egã,1,11
ngi,190,421
upp,2,1
“ad,4,3
 xx,47,40
"hú,1,2
ead,819,480
kla,14,6
axá,1,11
aly,1,4
 8o,1,2
 53,6,4
(“n,1,3
tiã,1,9
kg/,1,2
-¿e,5,1
ik ,11,11
 év,1,2
g p,18,14
mi-,3,10
z b,48,131
” d,3,13
 fl,1286,1421
ál ,1156,2
ks ,15,35
xót,11,12
ruj,122,45
(ce,3,3
(ve,3,2
g g,2,1
ifs,1,2
y x,19,1
zko,1,5
cli,626,496
d-b,1,2
"ag,33,264
elu,288,421
dax,1,2
giá,1,11
ba;,4,1
z 5,1,5
115,1,5
trú,2,1
í z,2,1
yss,1,2
inl,61,117
uet,626,291
201,112,240
roá,2,14
 tg,2,1
 ka,204,151
lfâ,1,7
ósf,75,38
épa,3,2
nqu,1235,1653
roy,348,10
«¡y,3,1
mpí,74,39
old,226,247
m-d,1,21
% l,2,1
ald,962,402
 'u,3,1
kht,1,2
ldu,2,16
49 ,3,2
- g,3,3
-va,4,7
nté,598,233
13:,1,3
 dj,10,11
'sa,2,1
usa,2322,3087
x-j,1,2
(on,1,3
le(,1,6
o-o,2,153
urô,1,9
pyt,4,5
iet,957,317
bui,82,110
"íb,3,1
gó:,2,1
ctô,1,3
am:,1,61
bke,2,1
ilr,1,5
 xi,44,87
one,7618,2128
lüt,1,3
çe ,1,2
piõ,1,19
khn,1,2
uk",2,2
 gü,16,1
n 3,41,3
i /,1,22
27/,1,2
alg,8245,8160
─¿¿,2,1
xob,2,1
 7h,1,9
oda,4749,2865
r¿m,2,1
lff,2,1
'lí,1,3
liu,6,30
- 2,1,2
nex,91,80
árc,135,9
tóf,7,2
l"d,1,2
rew,6,11
eçá,1,4
óid,1,2
&' ,2,3
onn,15,31
iós,97,1
uef,2,5
l â,1,2
nu",1,2
ó d,2226,243
cks,66,88
asb,9,4
 `s,2,1
om",14,10
fiq,21,1151
 mê,1,511
eís,61,17
o ",238,228
% d,63,67
6 f,4,7
-ed,1,15
laj,211,11
lég,10,117
ã e,1,219
ban,3387,1952
n 7,10,1
toé,1,2
let,2268,2230
"oz,2,1
g; ,2,1
óve,222,219
íco,24,35
- j,1,2
ręb,4,3
«un,2,1
órb,22,28
fox,6,4
cax,1,76
2 n,4,3
sío,3,2
ô i,1,4
rva,665,888
pãe,1,33
mál,9,10
"ko,5,6
"ad,124,93
t v,10,8
zía,1,4
 ll,10979,4
íxi,1,3
мен,1,2
dja,2,13
 rá,1106,1063
eg ,25,23
n f,3173,129
câm,1,279
ruz,358,225
¡ta,22,1
(pr,2,5
tsh,1,2
 ié,1,2
ço—,1,2
yo",5,3
"vi,249,195
wik,43,20
r 5,13,20
pat,1514,948
ews,1,3
usá,14,37
m 6,1,10
:42,2,1
" —,14,5
 hr,1,2
oní,194,106
/ c,4,162
 wi,103,76
tuo,114,89
h'a,1,2
zwe,2,2
ilú,1,17
s l,14486,3789
 ím,11,48
á l,1330,841
ye',2,1
ηθή,1,2
nch,691,585
jal,456,10
v d,7,12
ája,410,2
ege,330,475
'ro,4,1
égr,9,11
 g8,1,2
kto,7,3
kyl,6,4
qsa,2,1
af ,6,3
'aq,2,1
//t,2,2
omb,5167,1109
o s,1,7
o…f,1,2
elp,10,6
230,2,4
t-j,1,2
ax ,12,20
tof,24,11
enô,1,36
rol,720,544
gme,26,27
cúp,23,1
izé,2,29
d-u,1,2
 vd,2,1
as:,70,76
eon,173,112
olf,184,196
fá;,2,1
ssk,4,3
vao,8,1
“la,2,4
 lü,2,2
"áp,1,2
 iy,2,1
oah,1,3
e  ,3,1
mo ,12587,12212
olá,22,158
deõ,1,10
hal,276,95
unç,1,196
trã,1,38
hof,40,105
948,3,6
ndi,4722,2989
zte,42,1
"sy,3,2
na),2,3
rir,1342,1363
00h,2,1
wei,9,7
azã,1,454
abw,2,1
ckh,4,3
hás,7,8
ovô,1,29
 v/,1,2
 c1,3,4
: 7,2,2
eyj,2,3
(cr,1,2
vi-,1,105
‒ u,1,2
16 ,26,38
d-1,18,15
g b,12,7
 a',2,1
éz ,2,1
"vc,1,2
dós,16,2
o n,9465,14251
"7",1,2
"qi,1,2
séj,2,1
259,1,2
uqu,74,267
oça,1,460
zei,2,186
cdó,2,1
y-o,2,2
eo",2,3
ã f,1,39
7 n,2,4
pad,4029,2073
abá,18,24
¿es,2528,1
 xó,4,1
chó,404,3
ô t,1,16
""),7,8
 df,2,1
pzi,3,2
izb,4,1
éu;,1,7
​​p,1,6
s¿t,3,1
 to,25510,32290
u “,1,4
so/,1,4
vee,37,67
01%,2,1
cii,1,3
cuj,1,203
pac,1615,935
t u,5,3
udd,2,1
lsh,2,3
eao,1,2
"x",1,2
«do,4,1
rçá,1,6
cow,1,2
êni,1,691
np ,2,2
haq,103,11
wau,1,2
myo,3,2
(fa,1,2
uxa,3,130
izu,11,8
iis,16,5
515,5,5
282,2,2
olõ,1,3
ga:,3,4
útr,1,2
ecâ,1,44
387,2,2
 89,3,4
rá/,1,2
 mú,872,1135
xca,18,1
 ´ ,2,1
eel,19,7
hol,482,607
t-",2,1
kem,6,9
”re,1,2
seo,704,11
a #,1,2
” é,1,6
i) ,2,2
2 =,1,2
öld,2,1
bér,60,24
sbu,11,17
“pe,1,4
ie;,1,2
evá,73,70
nôn,1,50
shi,249,139
l 6,15,1
bnt,1,2
"jú,4,12
oé;,1,2
 ¿f,7,1
9 v,1,5
ybe,1,2
-1 ,4,4
ô n,1,34
 ¿j,3,1
"«d,3,1
nçõ,1,159
 ne,4300,7184
/aq,1,4
uím,129,249
oră,1,2
151,6,5
iu ,1,2
ún;,2,1
¿se,375,1
vat,150,213
¿¿e,2,1
 ug,9,3
c: ,2,7
sé ,3387,170
ã à,1,78
ódū,1,2
1/9,2,1
i-r,2,3
sól,1342,34
¡ll,45,1
aki,61,40
odk,16,4
– t,1,13
s-i,5,10
lo ,2,2
agd,23,13
giv,6,19
"ac,149,472
ci-,2,32
ki-,2,1
— 1,1,2
rêm,1,131
 êx,1,39
b 6,2,1
xec,2,78
ce5,1,2
óhr,1,3
ayn,4,2
a​ ,3,1
ezp,1,2
te/,3,2
ã r,1,12
"tl,3,1
fa;,1,2
@em,3,1
áve,64,2113
cáf,2,2
amh,5,2
eá-,1,10
a 6,10,9
r à,1,1137
ofá,129,162
«ne,2,1
rxi,6,1
-vi,1,258
quá,2,49
oga,813,2158
¿tr,44,1
“ha,2,1
ō y,2,1
ump,900,292
- r,1,14
zuf,7,2
xto,214,304
att,26,34
_ d,1,2
igé,15,29
êno,1,3
mám,5,2
ygm,2,1
luf,2,2
 ya,2678,41
o v,6091,11344
é n,1,2
ikl,2,2
¿da,7,1
tae,11,2
diã,1,11
"–¿,2,1
»ci,2,1
hei,24,4280
 `n,2,1
oub,2,885
«en,9,1
<<a,2,1
c o,2,8
mme,15,12
"âm,1,4
bn ,2,1
bo”,3,2
uen,7498,2362
"ur,3,5
reõ,1,2
bve,7,4
utt,5,5
35 ,14,17
uté,106,2
zcá,7,1
ay',2,1
v y,10,1
cét,11,27
596,1,2
ubh,1,2
ním,12,1
m f,2,1
urb,151,149
yia,1,2
ébr,1,6
dúa,4,1
jev,9,5
ncu,1076,111
ru",2,2
…eu,1,2
$ 2,5,16
éñe,13,1
b f,3,8
as…,3,3
adê,1,120
"¿p,889,1
lên,1,448
men,19330,23454
fja,2,3
ítu,127,103
atr,2480,3294
 tâ,1,21
40),2,2
s/l,2,1
fot,727,793
iii,19,24
sog,8,147
627,1,2
y é,67,262
vie,4719,503
—su,7,1
oír,417,1
me-,3,86
ltã,1,2
«eb,2,1
"je,15,22
0 r,11,13
dix,2,1
 gn,13,3
vé:,14,1
rpu,46,25
itá,259,547
846,1,2
úrd,1,4
e –,3,31
tuâ,1,21
 17,48,66
vô",1,2
nba,5,3
gã ,1,2
loí,5,2
r o,1,2
 uí,1,27
ê: ,1,3
áun,1,2
rit,2687,2925
ogd,4,1
–qu,2,1
d-a,1,6
már,53,165
nt-,4,7
yb ,2,1
cym,1,2
gór,9,2
smy,3,2
xac,346,8
tór,67,1950
spu,2265,114
je ,1689,1824
'':,1,2
óvi,234,28
oês,1,2
âmu,1,6
hib,238,15
b– ,3,1
¡gá,2,1
zky,2,2
é-f,1,2
ś p,2,1
 ba,6297,6111
…) ,3,3
¡eh,37,1
 al,24299,13464
scâ,1,38
geo,141,149
ngg,3,2
usc,1312,395
ei:,1,13
cuc,1726,13
gde,3,1
ms),2,3
the,40,62
urp,13,691
c l,7,6
plô,1,6
tês,1,36
irl,880,66
gry,2,1
